bgtyy	org	orgna	orgbr	morg	chief	accer	ktporg	src0	src13	u_no	orgtp	orggrd	borg	sbgna	sborg	byy	peyy	bdate	aeym	note	engid	sysdat	usno
101	18111	臺北市政府觀光傳播局	觀光傳播局	18	趙心屏　	張玲玲	2222001	22	001			2										1000808	BGT
101	17000	臺北翡翠水庫管理局主管	臺北翡翠水庫管理局主管	17	劉銘龍	黃淑嬌　		32	000			1										1000805	BGT
101	17101	臺北翡翠水庫管理局	臺北翡翠水庫管理局	17	劉銘龍　	黃淑嬌			001	17101		2										1000808	BGT
101	16000	臺北市政府消防局主管	消防局主管	16	蕭英文	謝鎙環			000			1										1000526	BGT
101	16101	臺北市政府消防局	消防局	16	蕭英文　	謝鎙環　	2020001	13	001			2										1000406	BGT
101	15000	臺北市政府文化局主管	文化局主管	15	劉維公	張英慧		22	000			1										1010208	BGT
101	15101	臺北市政府文化局	文化局	15	劉維公	張英慧		22	001			2										1010208	BGT
101	15102	臺北市中山堂管理所	中山堂管理所	15	黃國琴	張淑貞	1515102	22	002	15102		2										1010106	BGT
101	15103	臺北市文獻委員會	文獻委員會	15	劉維公	張淑貞	1515103	22	003	21003		2										1010213	BGT
101	15104	臺北市立美術館	市立美術館	15	黃海鳴	于平中　	2121004	22	004			2										1010720	BGT
101	15105	臺北市立交響樂團	市立交響樂團	15	黃維明	張雅蘭		22	005			2										0990414	BGT
101	15106	臺北市立國樂團	市立國樂團	15	鍾耀光　	陳美如　	1515106	22	006			2										0990626	BGT
101	15107	臺北市立社會教育館	市立社會教育館	15	林慧芬	林燕娟　	1515107	22	007			2										1000329	BGT
101	14000	臺北市政府都市發展局主管	都市發展局主管	14	丁育群　	林玉滿		34	000			1										0990625	BGT
101	14101	臺北市政府都市發展局	都市發展局	14	丁育群　	林玉滿		34	001			2										0990625	BGT
101	14102	臺北市都市更新處	都市更新處	14	林崇傑	許寶文	1919002	34	002	14102		2										1010720	BGT
101	14103	臺北市建築管理工程處	建築管理工程處	14	張剛維	黃淑華	1919003	32	003			2										1010817	BGT
101	13000	臺北市政府環境保護局主管	環境保護局主管	13	吳盛忠	蔡延壽		52	000			1										1000810	BGT
101	13101	臺北市政府環境保護局	環境保護局	13	吳盛忠	蔡延壽		52	001			2										1000810	BGT
101	13102	臺北市政府環境保護局衛生稽查大隊	衛生稽查大隊	13	王大鈞	詹惠淑		52	002			2										0991022	BGT
101	13103	臺北市政府環境保護局內湖垃圾焚化廠	內湖垃圾焚化廠	13	吳文園	林秋英		52	003	13103		2										1000223	BGT
101	13104	臺北市政府環境保護局木柵垃圾焚化廠	木柵垃圾焚化廠	13	蔡崇助	鄭琦文		52	004	13104	58	2										1000318	BGT
101	13105	臺北市政府環境保護局北投垃圾焚化廠	北投垃圾焚化廠	13	傅良枝	林琪華　		52	005	13105		2										1000511	BGT
101	01000	臺北市議會主管	市議會主管	01	吳碧珠　	謝明珠　			000			1										0940714	BGT
101	01101	臺北市議會	市議會	01	吳碧珠　	謝明珠　		11	001			2										0960730	BGT
101	02000	臺北市政府主管	市政府主管	02	　　　　	　　　　		13	000			1										0900816	BGT
101	02101	臺北市政府秘書處	秘書處	02	陳永仁　	劉家瑜		12	001			2										1001229	BGT
101	02102	臺北市市政大樓公共事務管理中心	市政大樓公共事務管理中心	02	杜英輝	林彥孜		12	002	02102		2										1000420	BGT
101	02103	臺北市政府主計處	主計處	02	陳高燦　	張美資　		12	003			2										0970804	BGT
101	02104	臺北市政府人事處	人事處	02	韓英俊　	甘秉芝	0202104	12	004	02104		2										0990124	BGT
101	02108	臺北市政府研究發展考核委員會	研究發展考核委員會	02	魏國彥	張秀英　		12	008			2										1000322	BGT
101	02111	臺北市都市計畫委員會	都市計畫委員會	02	林建元	李怜潔	0202111	34	011			2										0980505	BGT
101	02109	臺北市政府訴願審議委員會	訴願審議委員會	02	蔡立文　	郭銀蓉　	0202109	12	009	02010		2	02109									0990629	BGT
101	02110	臺北市政府法規委員會	法規委員會	02	蔡立文　	蔡秀玉	0202110	12	010			2										1010607	BGT
101	02106	臺北市政府公務人員訓練處	公務人員訓練處	02	孔繁亞	詹秋香　	0202106	21	006			2										0970608	BGT
101	02105	臺北市政府政風處	政風處	02	劉明武　	蔡美燕　	0202105	12	005			2										1010102	BGT
101	02112	臺北市政府原住民族事務委員會	原住民族事務委員會	02	楊馨怡	吳怡姿	0202112	13	012	02112		2										1010101	BGT
101	02121	臺北市松山區公所	松山區公所	02	余淑	余偉伶	0202121	13	014			2										1010801	BGT
101	02122	臺北市信義區公所	信義區公所	02	余星華	詹寶華	0202122	13	015			2										1010111	BGT
101	02123	臺北市大安區公所	大安區公所	02	蘇素珍　	簡秋丹	0202123	13	016			2										0991026	BGT
101	02124	臺北市中山區公所	中山區公所	02	林秉宗	吳季芳	0202124	13	017			2										0990110	BGT
101	02125	臺北市中正區公所	中正區公所	02	詹訓明　	湯紹濱　	0202125	13	018			2										1000803	BGT
101	02126	臺北市大同區公所	大同區公所	02	謝正君	焦丕康　	0202126	13	019	02126		2										1000518	BGT
101	02127	臺北市萬華區公所	萬華區公所	02	黃國彥	劉秀蓮	0202127	13	020	02127		2										1010821	BGT
101	02128	臺北市文山區公所	文山區公所	02	蔡培林	楊如玉　	0202128	13	021			2										0990304	BGT
101	02129	臺北市南港區公所	南港區公所	02	陳泉壽　	陳瑞瑛　	0202129	13	022			2										1000720	BGT
101	02130	臺北市內湖區公所	內湖區公所	02	張金鎮　	呂瑞娟	0202130	13	023			2										0990618	BGT
101	02131	臺北市士林區公所	士林區公所	02	張義芳	　劉美真	0202131	13	024			2	02131									0970109	BGT
101	02132	臺北市北投區公所	北投區公所	02	李美麗　	陳惠玲	0202132	13	025			2	02132									0980716	BGT
101	02113	臺北市政府客家事務委員會	客家事務委員會	02	劉智雄	黃睦凱	0202113	22	013			2										0980728	BGT
101	02107	臺北市政府資訊處	資訊處	02	張 家 生	曾 惠 專	0202004	12	007			2										0970401	BGT
101	41000	其他支出	其他支出	41				91	000			9										0940530	BGT
101	41101	公務人員退休及撫卹給付	公務人員退休及撫卹給付	41	韓英俊	潘冠男		91	001			9										0970107	BGT
101	41102	公務人員福利互助補助	公務人員福利互助補助	41	韓英俊	潘冠男	41102	91	002			9										0970517	BGT
101	41103	國家賠償金	國家賠償金	41			41103	91	003			9										0970807	BGT
101	41104	公務人員(工)待遇準備	公務人員(工)待遇準備	41			41104	91	004			9										0970807	BGT
102	19115	臺北市建成地政事務所	建成地政事務所	19	王秀玲	黃素琴　	1919115	13	007		13	2										0990223	BGT
101	41105	災害準備金	災害準備金	41			41105	91	005			9										0970517	BGT
102	19116	臺北市士林地政事務所	士林地政事務所	19	張麗美　	林連聰	1919116	13	008		13	2										1000705	BGT
101	42000	第二預備金	第二預備金	42				92	000			9											
101	42101	第二預備金	第二預備金	42			42101	92	001			9										0970517	BGT
102	22101	臺北市政府體育局	體育局	22	何金樑　	劉美宏	0505906	22	001		58	2										1020105	BGT
102	23101	臺北市政府資訊局	資訊局	23	張 家 生	曾 惠 專	0202004	12	001			2										1010813	BGT
102	24101	臺北市政府法務局	法務局	24	蔡立文　	蔡秀玉　	0202109	12	001	02010		2	24101									1010808	BGT
102	22000	臺北市政府體育局主管	體育局主管	22	何金樑	劉美宏			000			1										1020105	BGT
102	23000	臺北市政府資訊局主管	資訊局主管	23	張家生	曾惠專		12	000			1										1010813	BGT
102	24000	臺北市政府法務局主管	法務局主管	24	蔡立文	蔡秀玉			000			1										1010824	BGT
101	22101	臺北市政府體育局	體育局	22	何金樑	劉美宏	0505906	22	001		58	2										1020104	BGT
101	22000	臺北市政府體育局主管	體育局主管	22	何金樑	劉美宏			000			1										1020105	BGT
101	24101	臺北市政府法務局	法務局	24	蔡立文　	蔡秀玉　	0202109	12	001	02010		2	24101									1010825	BGT
101	24000	臺北市政府法務局主管	法務局主管	24	蔡立文	蔡秀玉			000			1										1010824	BGT
102	07106	臺北市政府工務局大地工程處	大地工程處	07	林裕益	魏瑜貞	0606101	31	006			2										1010327	BGT
102	10106	臺北市勞動力重建運用處	勞動力重建運用處	10	陳惠琪	周淑錦	0606101	44	005			2										1020104	BGT
101	07106	臺北市政府工務局大地工程處	大地工程處	07	林裕益	魏瑜貞	0606101	31	006			2										1010410	BGT
101	09105	臺北市殯葬管理處	殯葬管理處	09	杜英輝	湯紹濱　	0909105	40	005			2										0980508	BGT
101	09192	臺北市立古亭托兒所	市立古亭托兒所	09	劉惜餘	李媛媛	0909192	43	019			2										0960726	BGT
102	05111	臺北市政府教育局	教育局	05	丁亞雯	曾文勇　		21	001		50	2										1020107	BGT
101	08107	臺北市車輛行車事故鑑定委員會	車輛行車事故鑑定委員會	08	詹政良	蔡欣諭	0808107	33	008	17006		2										0980427	BGT
102	08102	臺北市監理處	監理處	08	鄭俊明　	周麗卿　	0808102	33	006			2										1010730	BGT
102	08106	臺北市汽車駕駛訓練中心	汽車駕駛訓練中心	08	林文淵　	江美玉	0808106	33	007	17005		2										0980428	BGT
102	08107	臺北市車輛行車事故鑑定委員會	車輛行車事故鑑定委員會	08	詹政良	蔡欣諭	0808107	33	008	17006		2										0980427	BGT
102	09191	臺北市立廣慈博愛院	廣慈博愛院	09	蘇耀燦　	余淑芬	0909191	43	018			2										0960727	BGT
102	09105	臺北市殯葬管理處	殯葬管理處	09	杜英輝	湯紹濱　	0909105	40	005			2										0980508	BGT
102	09117	臺北市立萬華托兒所	市立萬華托兒所	09	林明君	許寶文	0909117	43	011	08022		2										0991116	BGT
102	09116	臺北市立大同托兒所	市立大同托兒所	09	陳香娟	許寶文	0909116	43	010			2										1010411	BGT
102	09115	臺北市立中正托兒所	市立中正托兒所	09	陳湘羚	王粉燕	0909115	43	009			2										1010813	BGT
102	09119	臺北市立南港托兒所	市立南港托兒所	09	劉香蘭　	徐玉珍	0909119	43	013			2										0980810	BGT
102	09118	臺北市立文山托兒所	市立文山托兒所	09	蘇信如　	王粉燕	0909118	43	012	09118		2										1001229	BGT
102	09121	臺北市立士林托兒所	市立士林托兒所	09	謝美琪	何青萍	0909121	43	015			2										1010813	BGT
102	09192	臺北市立古亭托兒所	市立古亭托兒所	09	劉惜餘	李媛媛	0909192	43	019			2										0960726	BGT
102	09111	臺北市立松山托兒所	市立松山托兒所	09	洪玉來	王素如	0808032	43	005			2										1000309	BGT
102	09112	臺北市立信義托兒所	市立信義托兒所	09	陳美君	徐玉珍	0909112	43	006			2										1010813	BGT
102	09113	臺北市立大安托兒所	市立大安托兒所	09	郭美玉　	何青萍　	0909113	43	007			2										0990610	BGT
102	09120	臺北市立內湖托兒所	市立內湖托兒所	09	張紹盈	王素如	0909120	43	014	09111		2										1010813	BGT
102	09122	臺北市立北投托兒所	市立北投托兒所	09	林秀鑾	蕭美蓮	0909122	43	016			2										1010813	BGT
102	09114	臺北市立中山托兒所	市立中山托兒所	09	王韻華　	蕭美蓮　	0909114	43	008			2										0980810	BGT
101	10104	臺北市政府勞工局勞工教育中心	勞工教育中心	10	吳海燕　	陳淑惠		43	004	10104		2	10104									1000320	BGT
102	10104	臺北市政府勞工局勞工教育中心	勞工教育中心	10	游淑真	陳淑惠	1010104	43	006	10104		2	10104									1010801	BGT
101	12002	臺北市政府地政處測量大隊	地政處測量大隊	19	潘燕鏜　	陳春滿	1912002	13				2										0960801	BGT
101	12003	臺北市土地重劃大隊	土地重劃大隊	19	陳錫禎	余偉伶	1912003	13				2										0960801	BGT
102	12002	臺北市政府地政處測量大隊	地政處測量大隊	19	潘燕鏜　	陳春滿	1912002	13				2										0960801	BGT
102	12003	臺北市土地重劃大隊	土地重劃大隊	19	陳錫禎	余偉伶	1912003	13				2										0960801	BGT
102	04191	臺北市集中支付處	集中支付處	04	紀聰吉	劉家瑜		14	003			2										0950523	BGT
101	09191	臺北市立廣慈博愛院	廣慈博愛院	09	蘇耀燦　	余淑芬	0909191	43	018			2										0960727	BGT
102	03117	臺北市萬華區第一戶政事務所	萬華區第一戶政事務所	03	黃國彥	陳芝芬	0303027	13	016			2										0981010	BGT
102	03118	臺北市萬華區第二戶政事務所	萬華區第二戶政事務所	03	黃國彥	陳芝芬	0303028	13	017		12	2										0981010	BGT
102	03119	臺北市文山區第一戶政事務所	文山區第一戶政事務所	03	林明寬	陳幼	0303029	13	018		12	2										0980810	BGT
102	03120	臺北市文山區第二戶政事務所	文山區第二戶政事務所	03	黃國彥	陳幼	0303030	13	019		12	2										0980810	BGT
101	02006	臺北廣播電臺	臺北廣播電臺	02	邱蓬新	吳秋香	0202006	22	000			2										0960803	BGT
102	02006	臺北廣播電臺	臺北廣播電臺	02	邱蓬新	吳秋香	0202006	22	000			2										0960803	BGT
102	00000	臺北市地方總預算	臺北市地方總預算	00																			
101	00000	臺北市地方總預算	臺北市地方總預算	00																			
101	41005	工程及用地準備	工程及用地準備	41				91	005			9											
101	41007	工程物價調整準備	工程物價調整準備	41				91	007			9											
102	09000	臺北市政府社會局主管	社會局主管	09	江綺雯	李如欣		43	000			1										1000513	BGT
102	09101	臺北市政府社會局	社會局	09	江綺雯　	李如欣　	0909101	43	001			2										1000601	BGT
102	09102	臺北市立陽明教養院	陽明教養院	09	孫麗珠　	洪明哲　	0808003	43	002			2										1010723	BGT
102	09103	臺北市立浩然敬老院	浩然敬老院	09	張婌文	陳金定	0909103	43	003			2										0991203	BGT
102	09104	臺北市家庭暴力暨性侵害防治中心	家庭暴力暨性侵害防治中心	09	張美美	郭藍鳳	0909104	13	004			2										1020102	BGT
102	10000	臺北市政府勞動局主管	勞動局主管	10	陳業鑫	王秋斐			000			1										1010816	BGT
102	10101	臺北市政府勞動局	勞動局	10	陳業鑫	王秋斐　	1010101	43	001			2										1010702	BGT
102	10102	臺北市就業服務處	就業服務處	10	游淑真	張芳菁		44	002			2										1020102	BGT
102	10103	臺北市職能發展學院	職能發展學院	10	高俊儀	林佳欣		44	003			2										1020102	BGT
102	10105	臺北市勞動檢查處	勞動檢查處	10	鄒子廉	游雅捷	1010105	43	004	10105		2	10105									1010801	BGT
102	11000	臺北市政府警察局主管	警察局主管	11	黃昇勇	謝鎙環		71	000			1	11101									1020103	BGT
102	11101	臺北市政府警察局	警察局	11	黃昇勇	謝鎙環　		71	001			3										1020102	BGT
102	11111	臺北市政府警察局(局本部)	警察局(局本部)	11	黃昇勇	謝鎙環　	1111111	71	101			4										1020102	BGT
102	11121	臺北市政府警察局松山分局	松山分局	11	呂 春 長	莊 筱 文	1111121	71	102			4	11121									1010806	BGT
102	11122	臺北市政府警察局信義分局	信義分局	11	王嘉衡	林小黛	1111122	71	103		08	4	11122									1000322	BGT
102	11123	臺北市政府警察局大安分局	大安分局	11	張傳忠	劉悅宜	1111123	71	104			4										1000321	BGT
102	11124	臺北市政府警察局中山分局	中山分局	11	李永癸	葉陳永	1111124	71	105			4										1001229	BGT
102	11125	臺北市政府警察局中正第一分局	中正第一分局	11	方仰寧　	鄒友香　	1111125	71	106			4										1000316	BGT
102	11126	臺北市政府警察局中正第二分局	中正第二分局	11	李啟富	李愛惠	1111126	71	107			4										1010508	BGT
102	11127	臺北市政府警察局大同分局	大同分局	11	王鳳輝	丁秋雲　	1111127	71	108			4										1010405	BGT
101	03000	臺北市政府民政局主管	民政局主管	03	黃呂錦茹	游秀蘭		13	000			1										1000512	BGT
101	03101	臺北市政府民政局	民政局	03	黃呂錦茹	游秀蘭		13	001			2										0991202	BGT
101	03102	臺北市孔廟管理委員會	孔廟管理委員會	03	黃呂錦茹	蔣淑君		22	002			2										1010611	BGT
101	03111	臺北市松山區戶政事務所	松山區戶政事務所	03	李文瑞	張修真　	0303111	13	004		12	2										0980731	BGT
101	03112	臺北市信義區戶政事務所	信義區戶政事務所	03	張五常	田盈洲　	0303022	13	005			2										1000614	BGT
101	03113	臺北市大安區戶政事務所	大安區戶政事務所	03	艾　蕾　	桑瑞華　	0303113	13	006		12	2										0980727	BGT
101	03114	臺北市中山區戶政事務所	中山區戶政事務所	03	蔡文如	黃郁雯	0303024	13	007	03114	12	2										0991025	BGT
101	03115	臺北市中正區戶政事務所	中正區戶政事務所	03	陳冠伶	吳碧華	0303115	13	008		12	2										0980810	BGT
101	03116	臺北市大同區戶政事務所	大同區戶政事務所	03	林明寬	何漢華	0303116	13	009		12	2										1000221	BGT
101	03121	臺北市南港區戶政事務所	南港區戶政事務所	03	黃宇葳　	蔣淑君	0303121	13	010		12	2										0981228	BGT
101	03122	臺北市內湖區戶政事務所	內湖區戶政事務所	03	林聰明	盧少眉	0303122	13	011			2										1010118	BGT
101	03123	臺北市士林區戶政事務所	士林區戶政事務所	03	蕭銀城	高郁雯	0303123	13	012			2										1000608	BGT
101	03124	臺北市北投區戶政事務所	北投區戶政事務所	03	后蓮弟　	陳禮娟	0303124	13	013		12	2										1010813	BGT
101	03103	臺北市殯葬管理處	殯葬管理處	03	吳坤宏	廖姝蓁　	0303103	22	003			2										1001229	BGT
101	03125	臺北市萬華區戶政事務所	萬華區戶政事務所	03	黃國彥	陳芝芬	0303125	13	014		12	2										0981118	BGT
101	03126	臺北市文山區戶政事務所	文山區戶政事務所	03	陳呈祥	黃淑敏	0303126	13	015		12	2										1000718	BGT
101	04000	臺北市政府財政局主管	財政局主管	04	邱大展	吳麗琴　		14	000			1										1010807	BGT
101	04101	臺北市政府財政局	財政局	04	邱大展	吳麗琴		14	001			2										1010607	BGT
101	04102	臺北市稅捐稽徵處	稅捐稽徵處	04	黃素津　	張鈺潔　	0404102	14	002	04102		2										1000325	BGT
101	05000	臺北市政府教育局主管	教育局主管	05	丁亞雯	張幼卿　		21	000			1										1010824	BGT
101	05111	臺北市政府教育局	教育局	05	丁亞雯	張幼卿　		21	001		50	2										1010824	BGT
101	15002	臺北市軍人公墓管理所	軍人公墓管理所	20	朱亞虎	王碧珠		43	002			2										0990622	BGT
101	15001	臺北市政府兵役局	兵役局	20	朱亞虎	王碧珠	2015001	13	000			2										1001228	BGT
101	20191	臺北市軍人公墓管理所	軍人公墓管理所	20	朱亞虎	王碧珠		43	002			2										0990622	BGT
102	15002	臺北市軍人公墓管理所	軍人公墓管理所	20	朱亞虎	王碧珠		43	002			2										0990622	BGT
102	15001	臺北市政府兵役局	兵役局	20	朱亞虎	王碧珠	2015001	13	000			2										1001228	BGT
102	20191	臺北市軍人公墓管理所	軍人公墓管理所	20	朱亞虎	王碧珠		43	002			2										0990622	BGT
101	02191	臺北市政府資訊中心	資訊中心	02	張 俊 鴻	馬 鈺	0202191	12	026			2										0960804	BGT
101	02192	臺北市政府新聞處	新聞處	02	羊曉東　	黃淑嬌	0202192	22	027			2										0970114	BGT
102	02191	臺北市政府資訊中心	資訊中心	02	張 俊 鴻	馬 鈺	0202191	12	026			2										0960804	BGT
102	02192	臺北市政府新聞處	新聞處	02	羊曉東　	黃淑嬌	0202192	22	027			2										0970114	BGT
102	02109	臺北市政府訴願審議委員會	訴願審議委員會	02	蔡立文　	郭銀蓉　	0202109	12	023	02010		2	02109									1010730	BGT
102	02110	臺北市政府法規委員會	法規委員會	02	蔡立文　	蔡秀玉	0202110	12	024			2										1010730	BGT
102	02107	臺北市政府資訊處	資訊處	02	張 家 生	曾 惠 專	0202004	12	007			2										0970401	BGT
102	05116	臺北市體育處	體育處	05	陳良輝	王秋玲	0505906	22	006		58	2										1010403	BGT
102	06105	臺北市大地工程處	大地工程處	06	林裕益	魏瑜貞	0606101	31	005			2										1000815	BGT
101	08106	臺北市汽車駕駛訓練中心	汽車駕駛訓練中心	08	林文淵　	江美玉	0808106	33	007	17005		2										0980428	BGT
102	05112	臺北市立圖書館	市立圖書館	05	洪世昌　	戴翠芝	0505112	22	002		58	2										1010723	BGT
102	05113	臺北市立動物園	市立動物園	05	金仕謙	陳琴瑛	0505113	22	003		58	2										1010111	BGT
102	05114	臺北市立天文科學教育館	市立天文科學教育館	05	陳岸立	林芳如	0505114	22	004		58	2										1020102	BGT
102	05115	臺北市立兒童育樂中心	市立兒童育樂中心	05	洪坤森	宋淑好	0505905	22	005		58	2										1000815	BGT
102	05117	臺北市家庭教育中心	家庭教育中心	05	石康平	詹佳婷	0505907	22	006	05	58	2										1010730	BGT
101	03117	臺北市萬華區第一戶政事務所	萬華區第一戶政事務所	03	黃國彥	陳芝芬	0303027	13	016			2										0981010	BGT
101	03118	臺北市萬華區第二戶政事務所	萬華區第二戶政事務所	03	黃國彥	陳芝芬	0303028	13	017		12	2										0981010	BGT
101	03119	臺北市文山區第一戶政事務所	文山區第一戶政事務所	03	林明寬	陳幼	0303029	13	018		12	2										0980810	BGT
101	03120	臺北市文山區第二戶政事務所	文山區第二戶政事務所	03	黃國彥	陳幼	0303030	13	019		12	2										0980810	BGT
101	23000	臺北市政府資訊局主管	臺北市政府資訊局主管	23	張家生	曾惠專			000			1										1010813	BGT
101	23101	臺北市政府資訊局	臺北市政府資訊局	23	張 家 生	曾 惠 專	0202004	12	001			2										1010726	BGT
