borg	bgtyy	srcid	endyy	srcna	srcbr	prep	src0	src1	src12	src2	src3	src4	psrc4	org	cona	sysdat	usno
14103	105	327102006	092	西寧地下停車場地坪整修工程	西寧地下停車場地坪整修工程	1	8	004	004	03	01					0990602	BGT
14103	105	327102007	092	101年臺北市騎樓整平第8期工程	101年臺北市騎樓整平第8期工程	1	8	004	004	03	01					1000406	BGT
14103	105	327103001	092	公務機車	公務機車	1	8	004	004	03	02					1000407	BGT
14103	105	327102008	092	配合臺北市文山區公所辦理萬興大樓耐震評估調查分攤款	配合臺北市文山區公所辦理萬興大	1	8	004	004	03	01					1000718	BGT
14103	105	327102009	092	102年臺北市騎樓整平第9期工程	102年臺北市騎樓整平第9期工程	1	8	004	004	03	01		010			1010410	BGT
14103	105	327102010	092	辦公室OA櫥櫃、走道壁面美化工程	辦公室OA櫥櫃、走道壁面美化工程	1	8	004	004	03	01		011			1020513	BGT
14103	105	327102011	092	第4拆除區隊辦公室整修工程	第4拆除區隊辦公室整修工程	1	8	004	004	03	01		012			1010410	BGT
14103	105	327102012	092	景行大樓電梯維修工程	景行大樓電梯維修工程	1	8	004	004	03	01		013			1010510	BGT
14103	105	327102013	092	民生社區第1、5拆除區隊辦公室整修工程	民生社區第1、5拆除區隊辦公室程	1	8	004	004	03	01					1010410	BGT
14103	105	327102014	092	大安檔案室冷氣設施改善	大安檔案室冷氣設施改善	1	8	004	004	03	01		014			1010410	BGT
14103	105	320201003	092	建物施工	建物施工	1	8	004	004	02	01					1020321	BGT
14103	105	320201004	092	建築物安全檢查及使用	建築物安全檢查及使用	1	8	004	004	02	01					1020321	BGT
14103	105	320201005	092	公寓大廈及廣告物	公寓大廈及廣告物	1	8	004	004	02	01					1020321	BGT
14103	105	320201006	092	建築師、營造業登記及綜合業務	建築師、營造業登記及綜合業務	1	8	004	004	02	01					1040416	BGT
14103	105	320201007	092	違建拆除	違建拆除	1	8	004	004	02	01					1020321	BGT
14103	105	320201008	092	違建查報	違建查報	1	8	004	004	02	01					1020321	BGT
14103	105	320201009	092	資訊管理	資訊管理	1	8	004	004	02	01					1020321	BGT
14103	105	327102015	092	103年臺北市騎樓整平第10期工程	103年臺北市騎樓整平第10期工程	1	8	004	004	03	01		006			1020329	BGT
14103	105	327102016	092	西寧大樓辦公室裝修費	西寧大樓辦公室裝修費	1	8	004	004	03	01		007			1020329	BGT
14103	105	327102017	092	辦公室OA櫥櫃、走道壁面美化工程	辦公室OA櫥櫃、走道壁面美化工程	1	8	004	004	03	01		002			1030320	BGT
14103	105	327102018	092	民生副中心大樓耐震補強工程分攤款	民生副中心大樓耐震補強工程分	1	8	004	004	03	01		001			1020409	BGT
14103	105	327102019	092	萬興市場合署辦公大樓屋頂防水整修工程分攤款	萬興市場合署辦公大樓屋頂防水整	1	8	004	004	03	01		008			1020329	BGT
14103	105	327102020	092	萬興市場大樓逃生梯修繕工程分攤款	萬興市場大樓逃生梯修繕工程分攤	1	8	004	004	03	01		009			1020329	BGT
14103	105	327102021	092	大安地政大樓無障礙改善整修工程分攤款	大安地政大樓無障礙改善整修工程	1	8	004	004	03	01		010			1020514	BGT
14103	105	327102022	092	景行大樓發電機保養維修分攤款	景行大樓發電機保養維修分攤款	1	8	004	004	03	01		011			1020329	BGT
14103	105	327102023	092	石牌區民活動中心大樓耐震詳細評估費用分攤款	石牌區民活動中心大樓耐震詳細評	1	8	004	004	03	01		012			1020329	BGT
14103	105	327102024	092	104年臺北市騎樓整平第11期工程	104年臺北市騎樓整平第11期工程	1	8	004	004	03	01		003			1030318	BGT
14103	105	320201010	092	私有沿街面帶狀人行空間鋪面更新工程	私有沿街面帶狀人行空間鋪面更新	1	8	004	004	02	01					1030318	BGT
14103	105	327102025	092	民生副中心大樓外牆磁磚更新工程分攤款	民生副中心大樓外牆磁磚更新工程	1	8	004	004	03	01		004			1030318	BGT
14103	105	327102026	092	民生副中心大樓2部電梯汰換工程分攤款	民生副中心大樓2部電梯汰換工程	1	8	004	004	03	01		005			1030318	BGT
14102	105	340000000	093	其他經濟服務支出	其他經濟服務支出	1	10	004	004							1020517	BGT
14102	105	340100000	093	一般行政	一般行政	1	10	004	004	01						0970808	
14102	105	340101000	093	行政管理	行政管理	1	10	004	004	01	01					0980810	BGT
14102	105	340101001	093	人員維持費	人員維持費	1	10	004	004	01	01					0970808	
14102	105	340101002	093	一般業務	一般業務	1	10	004	004	01	01					0970808	
14102	105	340101003	093	會計業務	會計業務	1	10	004	004	01	01					0970808	
14102	105	340101004	093	人事業務	人事業務	1	10	004	004	01	01					0970808	
14102	105	340101005	093	政風業務	政風業務	1	10	004	004	01	01					0970808	
14102	105	340200000	093	都市發展	都市發展	1	10	004	004	02						0970808	
14102	105	340201000	093	都市更新	都市更新	1	10	004	004	02	01					0970808	
14102	105	340201001	093	人員維持費	人員維持費	1	10	004	004	02	01					0970808	
14102	105	340201002	093	綜合業務	綜合業務	1	10	004	004	02	01					0970808	
14102	105	340201003	093	更新企劃	更新企劃	1	10	004	004	02	01					1010411	BGT
14102	105	340201004	093	更新事業	更新事業	1	10	004	004	02	01					0970808	
14102	105	347100000	094	建築及設備	建築及設備	1	10	004	004	03						0970808	
14102	105	347104000	094	其他設備	其他設備	1	10	004	004	03	01					1020514	BGT
14102	105	340101006	093	研考業務	研考業務	1	10	004	004	01	01					0970808	
14102	105	347103000	095	交通及運輸設備	交通及運輸設備	1	10	004	004	03	03					1020514	BGT
14102	105	347102000	097	營建工程	營建工程	1	10	004	004	03	02					0970808	
14102	105	340201005	093	更新經營	更新經營	1	10	004	004	02	01					1010411	BGT
14102	105	347102001	097	辦公室隔間變更及修繕工程	辦公室隔間變更及修繕工程	1	10	004	004	03	02		007			1010413	BGT
14102	105	347102002	097	空調系統檢修工程	空調系統檢修工程	1	10	004	004	03	02		008			1010413	BGT
14102	105	347102015	097	行政大樓建築物耐震能力詳細評估費用分攤款	行政大樓建築物耐震能力詳細評	1	10	004	004	03	02		009			1010511	BGT
14102	105	347102014	097	行政大樓高低壓電氣設備汰換工程	行政大樓高低壓電氣設備汰換工	1	10	004	004	03	02		008			1010511	BGT
14102	105	347102013	097	萬華車站東棟大樓更新處分配樓層室內裝修案	萬華車站東棟大樓更新處室裝案	1	10	004	004	03	02		001			1010717	BGT
14102	105	347102012	097	和平西路1段59號地下1樓檔案室隔間修繕工程	和平西路1段59號地下1樓檔案室	1	10	004	004	03	02		007			1010413	BGT
14102	105	347102011	097	辦公室前後段廁所修繕工程	辦公室前後段廁所修繕工程	1	10	004	004	03	02		006			1010510	BGT
14102	105	347102016	097	都市再生前進基地房地修繕工程	都市再生前進基地房地修繕工程	1	10	004	004	03	02		010			1010503	BGT
14102	105	340201006	093	希望就業專案	希望就業專案	1	10	004	004	02	01					1010730	BGT
14102	105	340101008	093	希望就業專案	希望就業專案	1	10	004	004	01	01					1010730	BGT
14102	105	347102003	103	辦公室茶水間修繕工程	辦公室茶水間修繕工程	1	10	004	004	03	02		003			1020716	BGT
14102	105	347102004	103	臺北市社區營造中心修繕工程	臺北市社區營造中心修繕工程	1	10	004	004	03	02		004			1020415	BGT
14102	105	347102017	103	臺北市中正區行政大樓緊急電源發電機汰換工程費分攤款	行政大樓緊急電源發電機汰換分攤	1	10	004	004	03	02		005			1020802	BGT
14102	105	347102018	103	和平東路四段（原名軍功路）沿線亮點後續修景工程	和平東路四段（原名軍功路）沿	1	10	004	004	03	02		002			1030703	BGT
14102	105	343900000	099	接受補助業務支出	接受補助業務支出	1	10	004	004	04						1010815	BGT
14102	105	343902000	099	接受中央各部會補助業務支出	接受中央各部會補助業務支出	1	10	004	004	04	01					1020107	BGT
05111	104	218302003	092	100年度第1階段公立國中小校舍「補強工程(含監造)」畫	100年度第1階段公立國中小校舍「	1	5	002	002	05	01					1000707	BGT
05111	104	218302004	092	100年度「既有市區道路景觀與人本環境改善計畫」－五	100年度「既有市區道路景觀與人	1	5	002	002	05	01					1000707	BGT
05111	104	213900000	092	接受補助業務支出	接受補助業務支出	1	5	002	002	04						0970811	
05111	104	213901000	094	接受中央政府補助業務支出	接受中央政府補助業務支出	1	5	002	002	04	01					1000819	BGT
05111	104	218302005	092	99年度加強補助國民教育計畫	99年度加強補助國民教育計畫	1	5	002	002	05	01					1000707	BGT
05111	104	218302006	092	99年改善國民中小學用水設施	99年改善國民中小學用水設施	1	5	002	002	05	01					1000707	BGT
05111	104	218302007	092	99年改善國民中小學廚房建築設備	99年改善國民中小學廚房建築設備	1	5	002	002	05	01					1000707	BGT
05111	104	218302008	092	99年改善國民中小學健康中心設備	99年改善國民中小學健康中心設備	1	5	002	002	05	01					1000707	BGT
05111	104	218302009	092	充實體育班訓練設施計畫	充實體育班訓練設施計畫	1	5	002	002	05	01					1000707	BGT
05111	104	218302010	092	國民中小學充實學校棒球運動代表隊訓練器材及設備計畫	國民中小學充實學校棒球運動代表	1	5	002	002	05	01					1000707	BGT
05111	104	218302011	092	充實體育教學器材及設施計畫	充實體育教學器材及設施計畫	1	5	002	002	05	01					1000707	BGT
05111	104	218302012	092	國民中小學足球場地整修及購置資本門器材設施計畫	國民中小學足球場地整修及購置	1	5	002	002	05	01					1000707	BGT
05111	104	218302013	092	99年度「振興經濟擴大公共建設投資計畫-補助地方自治	99年度「振興經濟擴大公共建設投	1	5	002	002	05	01					1000707	BGT
05112	104	227103000	103	交通及運輸設備	交通及運輸設備	1	6	006	006	04	03					1020815	BGT
05118	104	220000000	092	文化支出	文化支出	1	6	010	010							1030703	BGT
05118	104	220100000	092	一般行政	一般行政	1	6	010	010	01						0970805	
05118	104	220101000	092	行政管理	行政管理	1	6	010	010	01	01					0970805	
05118	104	220101001	092	人員維持費	人員維持費	1	6	010	010	01	01		001			0970805	
05118	104	220101002	092	一般業務	一般業務	1	6	010	010	01	01		002			0970805	
05118	104	220101003	092	人事業務	人事業務	1	6	010	010	01	01		003			0970805	
05118	104	220101004	092	會計業務	會計業務	1	6	010	010	01	01		004			0970805	
00000	104	100000000		一般政務支出	一般政務支出												
01101	104	110000000	092	政權行使支出	政權行使支出	1	01	001	001							0970805	
02101	104	120101005	092	視察及全民防衛動員準備業務	視察及全民防衛動員準備業務	1	02	001	001	01	01					0970805	
02105	104	120201005	092	專案維護	專案維護	1	02	005	005	02	01					0970805	
02106	104	217102004	092	園區步道照明系統汰換工程	園區步道照明系統汰換工程	1	05	001	001	03	01					1010412	BGT
02108	104	120401003	092	政府再造計畫	政府再造計畫	1	02	006	006	04	01					0970804	
02108	104	120501000	092	資料及資訊管理	資料及資訊管理	1	02	006	006	05	01					0970804	
02108	104	120600000	092	計畫作業	計畫作業	1	02	006	006	06						0970804	
02108	104	120601001	092	人員維持費	人員維持費	1	02	006	006	06	01					0970804	
02108	104	124101000	092	第一預備金	第一預備金	1	02	006	006	09	01					0970804	
02108	104	120701000	092	話務管理	話務管理	1	02	006	006	07	01					0970804	
02111	104	340100000	092	一般行政	一般行政	1	10	001	001	01						0970804	
02111	104	340200000	092	都市計畫業務	都市計畫業務	1	10	001	001	2						0970804	
02111	104	340201002	092	都市計畫審議	都市計畫審議	1	10	001	001	2	1					0970804	
02111	104	347100000	092	建築及設備	建築及設備	1	10	001	001	3						0970804	
02111	104	344101001	092	第一預備金	第一預備金	1	10	001	001	4	1					0970804	
02112	104	130101003	092	會計業務	會計業務	1	03	001	001	01	01					0970812	
02112	104	130201000	092	綜合企劃業務	綜合企劃業務	1	03	001	001	02	01					0970812	
02112	104	130201002	092	綜合企劃業務	綜合企劃業務	1	03	001	001	02	01					0970812	
02112	104	130301002	092	文化保存與推廣	文化保存與推廣	1	03	001	001	03	01					0970812	
02112	104	130400000	092	原住民經濟建設業務	原住民經濟建設業務	1	03	001	001	04						0970812	
02112	104	130401001	092	人員維持費	人員維持費	1	03	001	001	04	01					0970812	
02112	104	130401002	092	就業輔導與職業訓練	就業輔導與職業訓練	1	03	001	001	04	01					0970812	
02113	104	227102009	097	客家音樂戲劇中心多媒體移動式資訊牆	多媒體移動式資訊牆	1	06	002	002	04	01					1010504	BGT
02103	104	120000000	092	行政支出	行政支出	1	2	3	3							0970804	
02103	104	120100000	092	一般行政	一般行政	1	2	3	3	1						0970804	
02103	104	120101000	092	行政管理	行政管理	1	2	3	3	1	1					0970804	
02103	104	120101001	092	人員維持費	人員維持費	1	2	3	3	1	1					0970804	
02103	104	120101002	092	一般業務	一般業務	1	2	3	3	1	1					0970804	
02103	104	120101003	092	會計業務	會計業務	1	2	3	3	1	1					0970804	
02103	104	120101004	092	人事業務	人事業務	1	2	3	3	1	1					0970804	
02103	104	120101005	092	政風業務	政風業務	1	2	3	3	1	1					0970804	
02103	104	120200000	092	歲計會計業務	歲計會計業務	1	2	3	3	2						0970804	
02103	104	120201000	092	總預算核編及督導執行	總預算核編及督導執行	1	2	3	3	2	1					0970804	
02103	104	120201001	092	人員維持費	人員維持費	1	2	3	3	2	1					0970804	
02103	104	120201002	092	核編總預算	核編總預算	1	2	3	3	2	1					0970804	
02103	104	120201003	092	督導執行總預算	督導執行總預算	1	2	3	3	2	1					0970804	
02103	104	120202000	092	附屬及特別預算核編與督導執行	附屬及特別預算核編與督導執行	1	2	3	3	2	2					0970804	
02103	104	120202001	092	人員維持費	人員維持費	1	2	3	3	2	2					0970804	
02103	104	120202002	092	核編附屬及特別預算	核編附屬及特別預算	1	2	3	3	2	2					0970804	
02103	104	120202003	092	督導執行附屬及特別預算	督導執行附屬及特別預算	1	2	3	3	2	2					0970804	
02103	104	120203000	092	總會計事務處理及總決算核編	總會計事務處理及總決算核編	1	2	3	3	2	3					0970804	
02103	104	120203001	092	人員維持費	人員維持費	1	2	3	3	2	3					0970804	
02103	104	120203002	092	總會計事務處理	總會計事務處理	1	2	3	3	2	3					0970804	
02103	104	120203003	092	總決算核編	總決算核編	1	2	3	3	2	3					0970804	
02103	104	120300000	092	統計業務	統計業務	1	2	3	3	3						0970804	
02103	104	120301000	092	公務統計	公務統計	1	2	3	3	3	1					0970804	
02103	104	120301001	092	人員維持費	人員維持費	1	2	3	3	3	1					0970804	
02103	104	120301002	092	推行公務統計及編審統計資料	推行公務統計及編審統計資料	1	2	3	3	3	1					0970804	
02103	104	120302000	092	經濟統計	經濟統計	1	2	3	3	3	2					0970804	
02103	104	120302001	092	人員維持費	人員維持費	1	2	3	3	3	2					0970804	
02103	104	120302002	092	經濟活動調查與統計分析	經濟活動調查與統計分析	1	2	3	3	3	2					0970804	
02103	104	127100000	092	建築及設備	建築及設備	1	2	3	3	4						0970804	
02103	104	127103000	092	交通及運輸設備	交通及運輸設備	1	2	3	3	4	01					1030321	BGT
02103	104	127104000	092	其他設備	其他設備	1	2	3	3	4	02					1030321	BGT
02103	104	124100000	092	第一預備金	第一預備金	1	2	3	3	5						0970804	
02103	104	124101000	092	第一預備金	第一預備金	1	2	3	3	5	1					0970804	
02105	104	120300000	092	端正政風	端正政風	1	02	005	005	03						0970805	
02105	104	120301000	092	政風查處	政風查處	1	02	005	005	03	01					0970805	
02105	104	120301001	092	人員維持費	人員維持費	1	02	005	005	03	01					0970805	
02105	104	120301002	092	政風工作協調會	政風工作協調會	1	02	005	005	03	01					0970805	
02105	104	120301003	092	政風資料蒐集	政風資料蒐集	1	02	005	005	03	01					1030308	BGT
02105	104	120301004	092	政風案件查處	政風案件查處	1	02	005	005	03	01					0970805	
02105	104	120301005	092	處理檢舉事項	處理檢舉事項	1	02	005	005	03	01					0970805	
02105	104	120301006	092	專案查處	專案查處	1	02	005	005	03	01					0970805	
02105	104	120400000	092	貪瀆預防	貪瀆預防	1	02	005	005	04						0970805	
02106	104	217102005	092	操場地坪整修工程	操場地坪整修工程	1	05	001	001	03	01					1010412	BGT
02106	104	217102006	092	不銹鋼安全欄杆設置工程	不銹鋼安全欄杆設置工程	1	05	001	001	03	01					1020509	BGT
02106	104	217102007	092	A區擋土牆監測儀器裝設工程	A區擋土牆監測儀器裝設工程	1	05	001	001	03	01					1030326	BGT
02106	104	217102008	092	塑膠地毯整修工程	塑膠地毯整修工程	1	05	001	001	03	01					1030326	BGT
02106	104	217102009	092	內庭園跑道改善工程	內庭園跑道改善工程	1	05	001	001	03	01					1030326	BGT
02106	104	217102010	092	園區地坪及步道設施整修工程	園區地坪及步道設施整修工程	1	05	001	001	03	01					1020509	BGT
02106	104	217102011	092	廁所整修工程	廁所整修工程	1	05	001	001	03	01					1010412	BGT
02108	104	120000000	092	行政支出	行政支出	1	02	006	006							1010815	BGT
02108	104	120100000	092	一般行政	一般行政	1	02	006	006	01						0970804	
02108	104	120101000	092	行政管理	行政管理	1	02	006	006	01	01					0970804	
02101	104	120101006	092	會計業務	會計業務	1	02	001	001	01	01					0970805	
02101	104	120101007	092	人事業務	人事業務	1	02	001	001	01	01					0970805	
02101	104	120101008	092	政風業務	政風業務	1	02	001	001	01	01					0970805	
02101	104	120200000	092	市政綜理業務	市政綜理業務	1	02	001	001	02						0970805	
02101	104	120201000	092	市政綜理	市政綜理	1	02	001	001	02	01					0970805	
02101	104	120201001	092	人員維持費	人員維持費	1	02	001	001	02	01					0970805	
02101	104	120201002	092	綜理市政工作	綜理市政工作	1	02	001	001	02	01					0970805	
02101	104	123400000	092	公共關係業務	公共關係業務	1	02	001	001	04						0970805	
02101	104	123401000	092	公共關係	公共關係	1	02	001	001	04	01					0970805	
02101	104	123401001	092	人員維持費	人員維持費	1	02	001	001	04	01					0970805	
02101	104	123401002	092	接待業務	接待業務	1	02	001	001	04	01					0970805	
02101	104	123401003	092	姐妹城活動	姐妹城活動	1	02	001	001	04	01					0970805	
02101	104	123401004	092	國際事務	國際事務	1	02	001	001	04	01					0970805	
02101	104	127100000	092	建築及設備	建築及設備	1	02	001	001	06						1020402	BGT
02101	104	127104000	092	其他設備	其他設備	1	02	001	001	06	02					1030401	BGT
02101	104	127103000	092	交通及運輸設備	交通及運輸設備	1	02	001	001	06	01					1030401	BGT
02101	104	124100000	092	第一預備金	第一預備金	1	02	001	001	07						0970805	
02101	104	124101000	092	第一預備金	第一預備金	1	02	001	001	07	01					1000812	BGT
02101	104	127102000	092	營建工程	營建工程	1	02	001	001	06	03					1030401	BGT
02101	104	123401005	093	公共聯繫	公共聯繫	1	02	001	001	04	01					0970805	BGT
02101	104	220000000	097	文化支出	文化支出	1	06	001	001							0970805	
02101	104	220500000	097	新聞發布	新聞發布	1	06	001	001	05						0970805	BGT
02101	104	220501000	097	發布市政新聞	發布市政新聞	1	06	001	001	05	01					1000509	BGT
02101	104	220501001	097	人員維持費	人員維持費	1	06	001	001	05	01					0970805	
02105	104	120401000	092	貪瀆預防及法令宣導	貪瀆預防及法令宣導	1	02	005	005	04	01					0970805	
02108	104	120101001	092	人員維持費	人員維持費	1	02	006	006	01	01					0970804	
02112	104	130401000	092	原住民經濟建設業務	原住民經濟建設業務	1	03	001	001	04	01					0970812	
02101	104	220501002	097	一般發布市政新聞	一般發布市政新聞	1	06	001	001	05	01					0970805	
02101	104	120300000	092	聯合服務	聯合服務	1	02	001	001	03						0970805	
02101	104	120301000	092	為民服務	為民服務	1	02	001	001	03	01					0970805	
02101	104	120301001	092	人員維持費	人員維持費	1	02	001	001	03	01					0970805	
02101	104	120301002	092	推動為民服務工作	推動為民服務工作	1	02	001	001	03	01					0970805	
02101	104	120301003	094	話務中心	話務中心	1	02	001	001	03	01					0970805	
02101	104	127102001	102	西園路單房間職務宿舍邊牆局部防水處理	西園路單房間職務宿舍邊牆局部防	1	02	001	001	06	03		005			1010410	BGT
02101	104	127102002	102	信義路、西園路單房間職務宿舍陽台鋁合金落地紗門汰新	信義路、西園路單房間職務宿舍陽	1	02	001	001	06	03		006			1010410	BGT
02101	104	127102003	102	西園路單房間職務宿舍戶外停車棚雨遮採光罩加長整修	西園路單房間職務宿舍戶外停車棚	1	02	001	001	06	03					1010410	BGT
02101	104	127102004	102	西園路單房間職務宿舍周圍防盜欄杆更新	西園路單房間職務宿舍周圍防盜欄	1	02	001	001	06	03		007			1010410	BGT
02112	104	130301003	092	語言維護	語言維護	1	03	001	001	03	01					0990506	BGT
02101	104	127102005	102	士林區新園街37號老舊眷舍拆除工程	士林區新園街37號老舊眷舍拆除工	1	02	001	001	06	03		008			1010410	BGT
02101	104	127102060	102	北投區勝利街28號眷舍裝修為職務宿舍	北投區勝利街28號眷舍裝修為職務	1	02	001	001	06	03					1010413	BGT
02101	104	127102007	102	信義路單房間職務宿舍頂（5）樓裝修工程	信義路單房間職務宿舍頂（5）樓	1	02	001	001	06	03		009			1010502	BGT
02101	104	127102070	102	西園路單房間職務宿舍5樓天花板修復及牆面粉刷工程	西園路單房間職務宿舍5樓天花板	1	02	001	001	06	03					1010502	BGT
02101	104	127102080	102	西園路單房間職務宿舍5樓塑膠地板汰換舖新工程	西園路單房間職務宿舍5樓塑膠地	1	02	001	001	06	03					1010502	BGT
02101	104	127102090	102	西園路單房間職務宿舍5樓整修工程	西園路單房間職務宿舍5樓整修工	1	02	001	001	06	03		011			1010503	BGT
02101	104	127102061	102	北投區勝利街28號眷舍裝修為單身職務宿舍	北投區勝利街28號眷舍裝修為單身	1	02	001	001	06	03		010			1010626	BGT
02102	104	120000000	092	行政支出	行政支出	1	02	002	002							0970805	
02102	104	120100000	092	一般行政	一般行政	1	02	002	002	01						0970805	
02102	104	120101000	092	行政管理	行政管理	1	02	002	002	01	01					0970805	
02102	104	120101001	092	人員維持費	人員維持費	1	02	002	002	01	01					0970805	
02102	104	120101002	092	一般業務	一般業務	1	02	002	002	01	01					0970805	
02102	104	120101003	092	會計業務	會計業務	1	02	002	002	01	01					0970805	
02102	104	120200000	092	市政大樓公管業務	市政大樓公管業務	1	02	002	002	02						0970805	
02102	104	120201000	092	事務管理	事務管理	1	02	002	002	02	01					0970805	
02102	104	120201001	092	人員維持費	人員維持費	1	02	002	002	02	01					0970805	
02102	104	120201002	092	庶務管理	庶務管理	1	02	002	002	02	01					0970805	
02102	104	120202000	092	機電設備管理	機電設備管理	1	02	002	002	02	02					0970805	
02102	104	120203000	092	安全防護管理	安全防護管理	1	02	002	002	02	03					0970805	
02102	104	120203001	092	人員維持費	人員維持費	1	02	002	002	02	03					0970805	
02102	104	120203002	092	安全防護業務	安全防護業務	1	02	002	002	02	03					0970805	
02102	104	127100000	092	建築及設備	建築及設備	1	02	002	002	03						0970805	
02112	104	130401004	092	輔導原住民經濟事業發展	輔導原住民經濟事業發展	1	03	001	001	04	01					0970812	
05118	104	220101005	092	警衛業務	警衛業務	1	6	010	010	01	01		005			0970805	
06101	104	317102020	104	臺北市內湖科技園區服務大樓二樓會議廳地板更新工程	臺北市內湖科技園區服務大樓工程	1	07	001	001	08	01					1030630	BGT
06103	104	310101009	092	河濱一商場無權占用土地租金	河濱一商場無權占用土地租金	1	07	003	003	01	01					1030627	BGT
00000	105	100000000		一般政務支出	一般政務支出												
00000	105	110000000		政權行使支出	政權行使支出		01									0970802	BGT
00000	105	120000000		行政支出	行政支出	1	02	002	002							1000822	BGT
00000	105	130000000		民政支出	民政支出		03									1000822	BGT
00000	105	140000000		財務支出	財務支出		04									0970802	BGT
00000	105	200000000		教育科學文化支出	教育科學文化支出												
00000	105	210000000		教育支出	教育支出		05									1000822	BGT
00000	105	220000000		文化支出	文化支出		06									1000822	BGT
00000	105	300000000		經濟發展支出	經濟發展支出												
00000	105	310000000		農業支出	農業支出		07									0970802	BGT
00000	105	320000000		工業支出	工業支出		08									0970802	BGT
00000	105	330000000		交通支出	交通支出		09									0970802	BGT
00000	105	340000000		其他經濟服務支出	其他經濟服務支出		10									0970802	BGT
00000	105	400000000		社會福利支出	社會福利支出												
00000	105	410000000		社會保險支出	社會保險支出		11									0970802	BGT
00000	105	420000000		社會救助支出	社會救助支出		12									0970802	BGT
00000	105	430000000		福利服務支出	福利服務支出		13									0970802	BGT
00000	105	440000000		國民就業支出	國民就業支出		14									0970802	BGT
00000	105	450000000		醫療保健支出	醫療保健支出		15									0970802	BGT
00000	105	500000000		社區發展及環境保護支出	社區發展及環境保護支出												
00000	105	510000000		社區發展支出	社區發展支出		16									0970802	BGT
00000	105	520000000		環境保護支出	環境保護支出		17									0970802	BGT
00000	105	600000000		退休撫卹給付支出	退休撫卹給付支出												
00000	105	610000000		退休撫卹給付支出	退休撫卹給付支出		18									0970802	BGT
00000	105	700000000		警政支出	警政支出												
00000	105	710000000		警政支出	警政支出		19									0970802	BGT
01101	105	110000000	092	政權行使支出	政權行使支出	1	01	001	001							0970805	
01101	105	110100000	092	一般行政	一般行政	1	01	001	001	01						0970805	
01101	105	110101000	092	行政管理	行政管理	1	01	001	001	01	01					0970805	
01101	105	110101001	092	人員維持費	人員維持費	1	01	001	001	01	01					0970805	
01101	105	110101002	092	一般業務	一般業務	1	01	001	001	01	01					0970805	
01101	105	110101003	092	會計業務	會計業務	1	01	001	001	01	01					0970805	
01101	105	110101004	092	人事業務	人事業務	1	01	001	001	01	01					0970805	
01101	105	110101005	092	秘書業務	秘書業務	1	01	001	001	01	01					0970805	
01101	105	110101006	092	總務業務	總務業務	1	01	001	001	01	01					0970805	
01101	105	110101007	092	財產保養	財產保養	1	01	001	001	01	01					0970805	
01101	105	110200000	092	議事業務	議事業務	1	01	001	001	02						0970805	
01101	105	110201000	092	大會議事工作	大會議事工作	1	01	001	001	02	01					0970805	
01101	105	110201001	092	召開定期大會	召開定期大會	1	01	001	001	02	01					0970805	
01101	105	110201002	092	召開臨時大會	召開臨時大會	1	01	001	001	02	01					0970805	
01101	105	110202000	092	經常議事工作	經常議事工作	1	01	001	001	02	02					0970805	
01101	105	110202001	092	人員維持費	人員維持費	1	01	001	001	02	02					0970805	
01101	105	110201003	092	文書組業務	文書組業務	1	01	001	001	02	01					0970805	
01101	105	110202002	092	業務管理	業務管理	1	01	001	001	02	02					0970805	
01101	105	110202003	092	考察及調查	考察及調查	1	01	001	001	02	02					0970805	
01101	105	110202004	092	議事刊務	議事刊務	1	01	001	001	02	02					0970805	
01101	105	110202005	092	法制研究	法制研究	1	01	001	001	02	02					0970805	
01101	105	110202006	092	資訊業務	資訊業務	1	01	001	001	02	02					0970805	
01101	105	113400000	092	公共關係業務	公共關係業務	1	01	001	001	03						0970805	
01101	105	113401000	092	公共關係	公共關係	1	01	001	001	03	01					0970805	
01101	105	113401001	092	人員維持費	人員維持費	1	01	001	001	03	01					0970805	
01101	105	113401002	092	公共聯繫	公共聯繫	1	01	001	001	03	01					0970805	
01101	105	114100000	092	第一預備金	第一預備金	2	01	001	001	05						0970805	
01101	105	114101000	092	第一預備金	第一預備金	2	01	001	001	05	01					0970805	
01101	105	117100000	092	建築及設備	建築及設備	1	01	001	001	04						0970805	
01101	105	117102000	092	營建工程	營建工程	1	01	001	001	04	02					1040520	BGT
01101	105	117104000	092	其他設備	其他設備	1	01	001	001	04	01					1040520	BGT
04101	105	140000000	092	財務支出	財務支出	1	4	001	001							0980409	BGT
04101	105	140100000	092	一般行政	一般行政	1	4	001	001	01						0980409	BGT
04101	105	140101000	092	行政管理	行政管理	1	4	001	001	01	01					0980409	BGT
04101	105	140101020	092	一般業務	一般業務	1	4	001	001	01	01					0970804	
04101	105	140101030	092	會計業務	會計業務	1	4	001	001	01	01					0970804	
04101	105	140101040	092	人事業務	人事業務	1	4	001	001	01	01					0970804	
04101	105	140101050	092	政風業務	政風業務	1	4	001	001	01	01					0970804	
04101	105	140101060	092	資訊管理	資訊管理	1	4	001	001	01	01					0970804	
04101	105	140200000	092	財政行政	財政管理	1	4	001	001	02						1030407	BGT
04101	105	140202000	092	電子資料處理	電子資料處理	1	4	001	001	02	02					1030404	BGT
04101	105	140201000	092	財政管理	財政管理	1	4	001	001	02	01					1030404	BGT
04101	105	140201030	092	菸酒暨稅務管理	菸酒暨稅務管理	1	4	001	001	02	01					1030404	BGT
