pageno	times	org1	pdept	bgtyy	org	item	srcid	obj	seq	acod	sdate	edate	una1	cqty1	una2	cqty2	una3	cqty3	una4	cqty4	pqty	prc	preamt	amt	lawamt	note	icd	udept	acd	kort	sysdat	usno
3-3-37	0	03103		101	03103	1	060105		003	依據臺北市市有財產委託經營管理自治條例辦理。	1010101	1011231	年	1		0		0		0	1	1944000	1944000	1944000	1944000	辛亥路高架橋下平面停車場權利金收入。					1000316	BGT
3-3-33	0	03103		101	03103	1	040207		019	依據臺北市殯葬管理處各項服務收費標準表辦理。	1010101	1011231	個	500		0		0		0	500	60000	30000000	30000000	30000000	陽明山第二靈骨塔骨灰罐寄存收入。					1000808	BGT
3-4-12	0	03111		101	03111	1	030101		001	依據戶籍法第76、77、78、79、80條規定辦理。	1010101	1011231	年	1		0		0		0	1	120000	120000	120000	120000	逾期申報及不實申請各項戶籍登記罰鍰收入。					1000315	
3-4-14	0	03111		101	03111	1	040102		001	依據戶籍法第69條規定辦理。	1010101	1011231	張	9500		0		0		0	9500	30	285000	285000	285000	戶口名簿工本費收入。					0010/15	
7-4-28	0	07104		101	07104	1	030301		002	依有關法令規章辦理。	1010101	1011231	年	1		0		0		0	1	500000	500000	500000	500000	路燈、路樹被撞毀等賠償收入。					0010/04	
7-4-62	0	07104		101	07104	1	060201		001	依本府98.11.10府授財產字第09832898200號函修正臺北市市有財產報廢處理原則辦理。	1010101	1011231	年	1		0		0		0	1	2000000	2000000	2000000	2000000	報廢財產等變賣收入。					1000822	
7-4-33	0	07104		101	07104	1	060102		001	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	330148	330148	330148	330148	臺灣電力股份有限公司使用內湖區石潭段三小段135地號(內湖45號湖寶公園)、四小段255地號、135地號(內湖70號上灣公園)，面積316平方公尺，每平方公尺年使用費925元，公告地價：18,500元/平方公尺。255地號，面積38平方公尺，每平方公尺年使用費996元(地下以6折計)，公告地價：33,200元/平方公尺。					0010/04	
7-4-33	0	07104		101	07104	1	060102		002	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	782815	782815	782815	782815	臺灣電力股份有限公司使用內湖區東湖段三小段6地號(內湖49號康寧公園)，面積83平方公尺，每平方公尺年使用費2,240元，公告地價：44,800元/平方公尺。三小段9地號、七小段497地號、555地號(內湖73號安康公園)；9地號，面積100平方公尺，每平方公尺年使用費2,163.45元，公告地價：43,269元/平方公尺；497地號面積102平方公尺、555地號面積113平方公尺，每平方公尺年使用費1,770元，公告地價：35,400元/平方公尺。					0010/04	
7-4-33	0	07104		101	07104	1	060102		003	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	718213	718213	718213	718213	臺灣電力股份有限公司使用內湖區西湖段四小段333地號(內湖104號洲子1號環保公園)，面積529平方公尺，每平方公尺年使用費1,357.68元(地下以6折計)，公告地價：45,256元/平方公尺。					0010/04	
7-4-33	0	07104		101	07104	1	060102		004	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	162500	162500	162500	162500	臺灣電力股份有限公司使用文山區公訓段一小段13地號(文山景美36號萬芳10號公園)，面積162.5平方公尺，每平方公尺年使用費1,000元，公告地價：20,000元/平方公尺。					0010/04	
7-4-34	0	07104		101	07104	1	060102		005	依本府92.11.4府財五字第09224937100號函修正臺北市市有土地出租租金計收基準辦理。	1010101	1011231	年	1		0		0		0	1	340000	340000	340000	340000	臺灣電力股份有限公司使用文山區公訓段一小段24地號(文山景美34號萬芳8號公園)，面積340平方公尺，每平方公尺年使用費1,000元，公告地價：20,000元/平方公尺。					0010/04	
5-6-25	0	05116		101	05116	1	040202		006	依據市議會第九屆第八次臨時大會第四次會議及市府教育局93.01.27北市教七字第09330618000號函核定。	1010101	1011231	年	1		0		0		0	1	160000	160000	160000	160000	青年公園棒、壘球場使用費收入。¶40場*500元*8小時=160,000元。					1000822	
5-6-26	0	05116		101	05116	1	040202		007	依據市議會第九屆第八次臨時大會第四次會議及市府教育局93.01.27北市教七字第09330618000號函核定。	1010101	1011231	年	1		0		0		0	1	140000	140000	140000	140000	新生棒球場使用費收入。¶35場*500元*8小時=140,000元。					1000822	
5-6-26	0	05116		101	05116	1	040202		008	依據市議會第九屆第八次臨時大會第四次會議及市府教育局93.01.27北市教七字第09330618000號函核定。	1010101	1011231	年	1		0		0		0	1	640000	640000	640000	640000	臺北體育園區(田徑場)使用費收入。¶2場*200,000元=400,000元。¶24場*10,000元=240,000元。					1000822	
5-6-26	0	05116		101	05116	1	040202		009	依據市議會第九屆第八次臨時大會第四次會議及市府教育局93.01.27北市教七字第09330618000號函核定。	1010101	1011231	年	1		0		0		0	1	1500000	1500000	1500000	1500000	臺北體育館、臺北體育園區(田徑場)及天母棒球場錄影轉播費收入。¶10場*150,000元=1,500,000元。					1000822	
5-6-34	0	05116		101	05116	1	100202		002	依據77.06.21府教五字第64607號函。	1010101	1011231	年	1		0		0		0	1	1576000	470000	1576000	1576000	育樂、研習報名費1,576,000元(收支併列)。                                                                                                   4項*6期*10天*16人*150元=576,000元。¶5項*5天*200人*200元=1,000,000元。					1000822	
5-6-30	0	05116		101	05116	1	060103		001	依據臺北市市有公用房地提供使用辦法。	1010101	1011231	年	1		0		0		0	1	156000	156000	156000	156000	各場館設置販賣機、基地台使用費。¶販賣機12月*4台*1,000元=48,000元。¶設置基地12月*3台*3,000元=108,000元。					1000329	
5-6-32	0	05116		101	05116	1	060105		007	92.12.18府教七字第09201783000號函。	1010101	1011231	年	1		0		0		0	1	2951364	2951364	2951364	2951364	臺北體育園區(田徑場)臨北寧路商場委託經營年權利金收入。					1000329	
5-6-34	0	05116		101	05116	1	100202		003	依據相關法令及政府採購法規定。	1010101	1011231	年	1		0		0		0	1	50000	50000	50000	50000	出售工程圖說收入100元*5家*2次標*50標案=50,000元。					0010/29	
2-20-19	0	02127		101	02127	1	060102		002	依據臺北市市有財產管理自治條例第66條規定辦理。	1010101	1011231	月	12		0		0		0	12	1699	20388	20388	20388	本區雙園段一小段283地號圖丁部分租予張清讚君租金收入。					1000222	
2-20-19	0	02127		101	02127	1	060102		003	依據臺北市市有財產管理自治條例第66條規定辦理。	1010101	1011231	月	12		0		0		0	12	3398	40776	40776	40776	本區雙園段一小段283地號圖戊部分租予李張煩君租金收入。					1000222	
2-20-21	0	02127		101	02127	1	060201		001	依據臺北市政府90.5.30府財四字第9005074200號函臺北市市有財產報廢處理規定辦理。	1010101	1011231	年	1		0		0		0	1	12000	12000	12000	12000	報廢品殘值出售收入。					0010/22	
2-20-23	0	02127		101	02127	1	100202		001	依據政府採購法施行細則第28條之1規定辦理。	1010101	1011231	年	1		0		0		0	1	2000	2000	2000	2000	辦理採購招標圖說費收入。					0010/22	
2-20-17	0	02127		101	02127	1	040202		006	依臺北市政府財政局77.7.5府財一字228028號函辦理。	1010101	1011231	年	1		0		0		0	1	9860400	9860400	9860400	9860400	1.區政中心地下停車場月票停車費收入¶  3,840元*180張*12月=8,294,400元。¶2.區政中心地下停車場臨時停車費收入¶  30元*145次*30日*12月=1,566,000元					0010/22	
2-21-16	0	02128		101	02128	1	030301		001	政府採購法及採購合約	1010101	1011231	年	1		0		0		0	1	91000	91000	91000	91000	採購案件廠商逾期違約金收入。					0010/03	
2-21-18	0	02128		101	02128	1	040101		001	農業發展條例第75條	1010101	1011231	件	240		0		0		0	240	500	120000	120000	120000	農業用地作農業使用證明書審查費收入。					0010/03	
2-21-20	0	02128		101	02128	1	040202		001	臺北市政府所屬各機關學校職務宿舍設置管理要點	1010101	1011231	月	12		0		0		0	12	990	11880	11880	11880	員工配住公有房舍扣繳房租津貼及宿舍使用費收入。					1000822	
8-5-42	0	08105		101	08105	1	060103		001	依臺北市市有財產管理自治條例及其他有關法令規定辦理	1010101	1011231	月	12		0		0		0	12	225067	2700804	2700804	2700804	信義區信義段5小段松德站房(面積5,753.149平方公尺)租予大都會及東南汽車客運股份有限公司。					1000321	
8-5-42	0	08105		101	08105	1	060103		002	依臺北市市有財產管理自治條例及其他有關法令規定辦理	1010101	1011231	月	12		0		0		0	12	339	4068	4068	4068	信義區吳興段3小段吳興站房(面積81.37平方公尺)租予大都會汽車客運股份有限公司。					0010/17	
8-5-42	0	08105		101	08105	1	060103		003	依臺北市市有財產管理自治條例及其他有關法令規定辦理	1010101	1011231	 月	12		0		0		0	12	1005	12060	12060	12060	新北市蘆洲區和平段站房(面積98.82平方公尺)租予大都會汽車客運股份有限公司。					1000805	
8-5-42	0	08105		101	08105	1	060103		004	依臺北市市有財產管理自治條例及其他有關法令規定辦理	1010101	1011231	月	12		0		0		0	12	25102	301224	301224	301224	北投區振興段2小段榮總站房(面積458.9平方公尺)租予大都會汽車客運股份有限公司。					0010/17	
9-5-8	0	09111		101	09111	1	040207		006	依據臺北市市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	10	次	5	時	1		0	10x5x1	100	5000	5000	5000	臨時托兒教保費。					0010/09	
9-6-8	0	09112		101	09112	1	040207		001	依據臺北市市立托兒所收托自治條例第11條辦理	1010101	1011231	人	95	月	3		0		0	95x3	4120	1174200	1174200	1174200	一般市民托兒月費(寒、暑期自由收托)  。					1000308	
9-6-8	0	09112		101	09112	1	040207		002	依據臺北市市立托兒所收托自治條例第11條辦理	1010101	1011231	人	225	月	9		0		0	225x9	4120	8343000	8343000	8343000	一般市民托兒月費。					1000308	
9-6-8	0	09112		101	09112	1	040207		003	依據臺北市市立托兒所收托自治條例第11條辦理	1010101	1011231	人	19	月	12	次	5		0	19x12x5	50	57000	57000	57000	延長托兒教保費。					1000308	
9-6-8	0	09112		101	09112	1	040207		004	依據臺北市市立托兒所收托自治條例第11條辦理	1010101	1011231	人	2	次	5	時	1		0	2x5x1	100	1000	1000	1000	臨時托兒教保費。					1000308	
9-8-8	0	09114		101	09114	1	040207		001	依據臺北市巿立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	200	月	9		0		0	200x9	4120	7416000	7416000	7416000	一般市民托兒月費。					0010/07	
9-8-8	0	09114		101	09114	1	040207		002	依據臺北巿市立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	55	月	3		0		0	55x3	4120	679800	679800	679800	一般市民托兒月費(寒、暑期自由收托)。					1000309	
9-8-8	0	09114		101	09114	1	040207		003	依據臺北市巿立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	11	月	12	次	10		0	11x12x10	50	66000	66000	66000	延長托兒教保費。					1000311	
9-8-8	0	09114		101	09114	1	040207		004	依據臺北市巿立托兒所收托自治條例第11條規定辦理	1010101	1011231	人	1	月	12	次	5		0	1x12x5	70	4200	4200	4200	延長托兒教保費。					0010/07	
6-1-44	0	06101		101	06101	1	040102		001	臺北市氣體燃料導管承裝業管理辦法收費標準	1010101	1011231	件	10		0		0		0	10	100	1000	1000	1000	補發氣體燃料導管承裝技工考驗合格證書。					0010/21	
6-1-58	0	06101		101	06101	1	060105		002	臺北市市有土地出租租金計收基準及花博營運期間商品及餐飲服務權利金計算標準	1010101	1011231	年	1		0		0		0	1	8144400	0	8144400	8144400	花博公園美食商城權利金收入。					1000817	BGT
6-2-18	0	06102		101	06102	1	030101		001	畜犬管理辦法、動物傳染病防治條例	1010101	1011231	年	1		0		0		0	1	30000	30000	30000	30000	違反畜犬管理辦法、動物傳染病防治條例罰鍰收入。					0010/24	
6-2-30	0	06102		101	06102	1	060201		001	依據預算法有關規定辦理	1010101	1011231	年	1		0		0		0	1	22000	22000	22000	22000	報廢資產變賣收入。					1000324	
6-2-26	0	06102		101	06102	1	040205		001	廢棄物清理法第11條規定，徵收一般廢棄物處理費。	1010101	1011231	頭	7000		0		0		0	7000	200	1400000	1400000	1400000	民眾委託動物屍體處理費收入。					0010/24	
6-2-28	0	06102		101	06102	1	040207		001	寵物登記管理及營利性寵物繁殖買賣或寄養業管理收費標準	1010101	1011231	頭	24	日	3		0		0	24x3	200	14400	14400	14400	遺失寵物收容飼養管理費。					0010/24	
6-2-20	0	06102		101	06102	1	040101		001	動物傳染病防治條例第13條	1010101	1011231	頭	2		0		0		0	2	200	400	400	400	動物狂犬病鑑定報告費收入。					0010/24	
6-2-24	0	06102		101	06102	1	040103		001	動物傳染病防治條例第13條	1010101	1011231	頭	55000		0		0		0	55000	20	1100000	1100000	1100000	狂犬病預防注射登記牌、登記證費(動物醫院)。					1000330	
6-2-32	0	06102		101	06102	1	100202		001	依據預算法有關規定辦理	1010101	1011231	年	1		0		0		0	1	1000	1000	1000	1000	出售標單收入。					0010/24	
6-2-32	0	06102		101	06102	1	100202		002	依據預算法有關規定辦理	1010101	1011231	年	1		0		0		0	1	1000	1000	1000	1000	其他零星收入。					0010/24	
15-6-20	0	15106		101	15106	1	100202		013	依據「臺北市政府所屬各機關政府出版品管理要點」辦理。	1010101	1011231	本	2000		0		0		0	2000	100	200000	200000	200000	北市國樂新絲路期刊銷售收入(零售)。					0010/15	
15-6-20	0	15106		101	15106	1	100202		014	依財政收支劃分法第29條。	1010101	1011231	張	1000		0		0		0	1000	1200	1200000	1200000	1200000	傳統藝術季及專題系列、專案製作音樂會等演出之門票收入。					1000324	
15-6-20	0	15106		101	15106	1	100202		015	依財政收支劃分法第29條。	1010101	1011231	張	1500		0		0		0	1500	1500	2250000	2250000	2250000	傳統藝術季及專題系列、專案製作音樂會等演出之門票收入。					0010/15	
15-6-20	0	15106		101	15106	1	100202		016	依財政收支劃分法第29條。	1010101	1011231	張	500		0		0		0	500	2000	1000000	1000000	1000000	傳統藝術季及專題系列、專案製作音樂會等演出之門票收入。					1000324	
15-6-20	0	15106		101	15106	1	100202		017	依財政收支劃分法第29條。	1010101	1011231	張	200		0		0		0	200	2500	500000	500000	500000	傳統藝術季及專題系列、專案製作音樂會等演出之門票收入。					1000324	
15-6-20	0	15106		101	15106	1	100202		018	依財政收支劃分法第29條。	1010101	1011231	張	50		0		0		0	50	3000	150000	150000	150000	傳統藝術季及專題系列、專案製作音樂會等演出之門票收入。					1000324	
15-6-14	0	15106		101	15106	1	060102		001	臺北市市有財產管理自治條例。	1010101	1011231	年	1		0		0		0	1	392279	392279	392279	392279	國民大會土地出租中華郵政股份有限公司營業租金收入。					0010/15	
15-6-20	0	15106		101	15106	1	100202		019	依財政收支劃分法第29條。	1010101	1011231	本	1000		0		0		0	1000	30	30000	30000	30000	節目單銷售收入。					0010/15	
15-6-20	0	15106		101	15106	1	100202		020	依財政收支劃分法第29條。	1010101	1011231	人	30		0		0		0	30	1000	30000	30000	30000	臺北市民族器樂大賽國內精英盃賽事報名費收入。					0010/15	
15-6-20	0	15106		101	15106	1	100202		021	依財政收支劃分法第29條。	1010101	1011231	 人	110		0		0		0	110	5000	550000	550000	550000	國樂研習營學員研習費收入。					1000324	
1-1-18	0	01101		101	01101	1	060201		001	依預算法暨有關規定	1010101	1011231	月	12		0		0		0	12	3600	43200	43200	43200	出售報廢財產廢舊物品等殘值收入。					1000407	
1-1-16	0	01101		101	01101	1	040202		001	依預算法暨有關規定	1010101	1011231	月	12		0		0		0	12	91250	1095000	1095000	1095000	本會員工餐廳租用地下1樓經營餐飲服務場地使用費收入。					1000407	
1-1-16	0	01101		101	01101	1	040202		002	依預算法暨有關規定	1010101	1011231	月	12		0		0		0	12	75000	900000	900000	900000	使用本會交誼廳、禮堂、會議廳等場地使用費收入。					1000407	
1-1-16	0	01101		101	01101	1	040202		003	依預算法暨有關規定	1010101	1011231	月	12	件	250		0		0	12x250	2	6000	6000	6000	圖書室提供影印服務收入。					0010/07	
1-1-16	0	01101		101	01101	1	040202		004	依預算法暨有關規定	1010101	1011231	月	12		0		0		0	12	7920	95040	95040	95040	本會男子理髮部、女子美容院租用本會場地使用費收入。					0010/07	
1-1-20	0	01101		101	01101	1	100202		001	依預算法暨有關規定	1010101	1011231	件	200		0		0		0	200	50	10000	10000	10000	出售招標圖說工本費收入。					1000407	
1-1-16	0	01101		101	01101	1	040202		005	依預算法暨有關規定	1010101	1011231	月	12	臺	3		0		0	12x3	1150	41400	41400	41400	本會地下1樓設置飲料及食品自動販賣機場地使用費收入。					0010/07	
1-1-16	0	01101		101	01101	1	040202		006	依預算法暨有關規定	1010101	1011231	月	12		0		0		0	12	1400	16800	16800	16800	使用本會秘書長職務宿舍繳回房租津貼併入數額。					0010/07	
2-2-17	0	02102		101	02102	1	040202		006	依據臺北市市有公用房地提供使用設置活動式臨時攤位特別約定事項同意書	1010101	1011231	日	252	家	26		0		0	252x26	650	4258800	4258800	4258800	市政大樓地下二樓附屬服務設施「市府生活廣場」活動式臨時攤位計26家攤位，每日使用費650元，全年以252個上班日計算，全年合計4,258,800元。					1000812	
2-2-27	0	02102		101	02102	1	100202		004	依據各項標案招標文件之規定辦理	1010101	1011231	月	12		0		0		0	12	800	9600	9600	9600	發售各項標案招標文件標單費收入。					0010/16	
2-5-16	0	02105		101	02105	1	040202		001	依據行政院頒定全國軍公教人員待遇支給要點第4點規定辦理。	1010101	1011231	人	1	月	12		0		0	1x12	700	8400	8400	8400	員工配住公有房舍之扣繳房租津貼收入(簡任第十四職等至薦任第八職等)。					1000325	
2-5-16	0	02105		101	02105	1	040202		002	依據「臺北市政府首長宿舍管理要點」第6點規定辦理。	1010101	1011231	人	1	月	12		0		0	1x12	700	8400	8400	8400	首長住宿公有房舍使用費收入。					0010/25	
2-5-16	0	02105		101	02105	1	040202		003	依據行政院頒定全國軍公教人員待遇支給要點第4點規定辦理。	1010101	1011231	人	1	月	12		0		0	1x12	600	7200	7200	7200	員工配住公有房舍之扣繳房租津貼收入(薦任第七職等至委任第四職等)。					1000325	BGT
6-1-46	0	06101		101	06101	1	040103		011	同上	1010101	1011231	件	3		0		0		0	3	3000	9000	9000	9000	用電設備檢驗維護業設立。					1000303	
8-4-26	0	08104		101	08104	1	100202		005	依會計法及其他相關法令規定辦理	1010101	1011231	年	1		0		0		0	1	1000	0	1000	1000	零星收入。					1000803	BGT
3-5-18	0	03112		101	03112	1	040104		001	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1010101	1011231	人次	5		0		0		0	5	500	2500	2500	2500	國籍歸化測試工本費收入。					1000321	
3-5-14	0	03112		101	03112	1	040102		006	依據歸化取得我國國籍者基本語言能力及國民權利義務基本常識認定標準辦理。	1010101	1011231	張	4		0		0		0	4	50	200	200	200	國籍歸化測試補(換)發成績單工本費收入。					0010/21	
3-5-20	0	03112		101	03112	1	040202		001	依據臺北市市有財產管理自治條例第66條規定辦理。	1010101	1011231	張	5000		0		0		0	5000	1	5000	5000	5000	便民影印服務收入。					0010/21	
3-5-24	0	03112		101	03112	1	040207		001	戶政事務所代收自然人憑證IC卡行政管理費使用要點。	1010101	1011231	張	4500		0		0		0	4500	27	121500	121500	121500	自然人憑證IC卡行政管理費收入(收支併列)。					1000321	
3-5-14	0	03112		101	03112	1	040102		007	依據戶籍法第69條規定辦理。	1010101	1011231	張	550		0		0		0	550	100	55000	55000	55000	中、英文結(離)婚證明書工本費收入。					1000321	BGT
3-6-12	0	03113		101	03113	1	030101		001	依據戶籍法第76、77、78、79、80條規定辦理。	1010101	1011231	年	1		0		0		0	1	240000	240000	240000	240000	逾期申報及不實申請各項戶籍登記罰鍰收入。					0010/16	
3-6-14	0	03113		101	03113	1	040102		001	依據戶籍法第69條規定辦理。	1010101	1011231	張	11530		0		0		0	11530	30	345900	345900	345900	戶口名簿工本費收入。					0010/16	
3-6-14	0	03113		101	03113	1	040102		002	依據臺北市門牌編釘及門牌證明書收費標準辦理。	1010101	1011231	面	1100		0		0		0	1100	64	70400	70400	70400	門牌工本費收入。					0010/16	
11-1-2-12	0	11121		101	11101	1	040202		002	依據臺北市政府所屬各機關學校職務宿舍設置管理要點及臺北市政府警察局職務宿舍設置管理要點規定辦理。	1010101	1011231	年	1		0		0		0	1	305376	305376	305376	305376	員工借用職務宿舍應收使用費收入，計算方法如下：¶1.承借84年以前建築之職務宿舍者：¶        734元x 1人x12月= 8,808元¶        482元x 1人x12月= 5,784元¶        461元x 1人x12月= 5,532元¶        400元x 1人x12月= 4,800元¶2.承借84年以後完工之職務宿舍者¶   (按坪數依公式計算)：¶      5,715元x 1人x12月=68,580元¶      3,869元x 2人x12月=92,856元¶      3,846元x 1人x12月=46,152元¶      2,488元x 1人x12月=29,856元¶      2,181元x 1人x12月=26,172元¶        712元x 1人x12月= 8,544元¶        691元x 1人x12月= 8,292元					1000808	
3-6-14	0	03113		101	03113	1	040102		003	依據臺北市門牌編釘及門牌證明書收費標準辦理。	1010101	1011231	張	1600		0		0		0	1600	20	32000	32000	32000	門牌證明工本費收入。					0010/16	
3-6-14	0	03113		101	03113	1	040102		004	依據戶籍法第69條規定辦理。	1010101	1011231	件	29544		0		0		0	29544	50	1477200	1477200	1477200	國民身分證初、換核發工本費收入。					0010/16	
3-6-14	0	03113		101	03113	1	040102		005	依據戶籍法第69條規定辦理。	1010101	1011231	件	7520		0		0		0	7520	200	1504000	1504000	1504000	國民身分證補發工本費收入。					0010/16	
3-6-16	0	03113		101	03113	1	040103		001	依據臺北市印鑑登記及印鑑證明收費標準辦理。	1010101	1011231	件	10595		0		0		0	10595	20	211900	211900	211900	印鑑登記、變更及註銷工本費收入。					0010/16	
3-6-20	0	03113		101	03113	1	040202		001	依據臺北市市有公用房地提供使用辦法規定辦理。	1010101	1011231	月	12		0		0		0	12	3298	39576	39576	39576	設置便民證件自動照相機，場地出借使用費收入。					0010/16	
3-6-22	0	03113		101	03113	1	040203		001	依據戶籍法第69條規定辦理。	1010101	1011231	件	750		0		0		0	750	15	11250	11250	11250	戶籍登記資料閱覽費收入。					1000401	
3-6-22	0	03113		101	03113	1	040203		002	依據戶籍法第69條規定辦理。	1010101	1011231	張	420000		0		0		0	420000	15	6300000	6300000	6300000	中文戶籍謄本工本費收入。					1000401	
3-6-22	0	03113		101	03113	1	040203		003	依據臺北市印鑑登記及印鑑證明收費標準辦理。	1010101	1011231	張	55000		0		0		0	55000	20	1100000	1100000	1100000	印鑑證明工本費收入。					0010/16	
3-6-22	0	03113		101	03113	1	040203		004	依據戶籍法第69條規定辦理。	1010101	1011231	張	500		0		0		0	500	7	3500	3500	3500	列印戶籍名冊資料工本費收入。					0010/16	
3-6-22	0	03113		101	03113	1	040203		005	依據戶籍法第69條規定辦理。	1010101	1011231	張	100		0		0		0	100	10	1000	1000	1000	戶口統計資料工本費收入。					0010/16	
3-6-22	0	03113		101	03113	1	040203		006	依據戶籍法第69條規定辦理。	1010101	1011231	張	2834		0		0		0	2834	100	283400	283400	283400	英文戶籍謄本工本費收入。					1000401	
11-1-3-10	0	11122		101	11101	1	030201		001	依據社會秩序維護法第22、23條規定辦理	1010101	1011231	年	1		0		0		0	1	211000	211000	211000	211000	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					1000322	
11-1-3-12	0	11122		101	11101	1	040202		002	依據臺北市政府所屬各機關學校職務宿舍設置管理要點及臺北市政府警察局職務宿舍設置管理要點規定辦理。	1010101	1011231	年	1		0		0		0	1	79092	79092	79092	79092	員工借用職務宿舍應收使用費收入，計算方法如下：¶1.承借84年以前建築之職務宿舍者¶  (按坪數依公式計算)：¶     1,000元x 1人x12月=12,000元   ¶2.承借84年以後完工之職務宿舍者¶  (按坪數依公式計算)：¶     2,688元x 1人x12月=32,256元¶     2,903元x 1人x12月=34,836元					1000323	
11-1-3-12	0	11122		101	11101	1	040202		003	依據臺北市市有公用房地提供使用辦法─設置自動販賣機及自動櫃員機。	1010101	1011231	臺	3	月	12		0		0	3x12	1000	36000	36000	36000	自動販賣機及自動櫃員機場地使用費收入。					0010/22	
11-1-3-12	0	11122		101	11101	1	040202		004	依據臺北市市有公用房地提供使用辦法─設置自動販賣機。	1010101	1011231	臺	1	月	12		0		0	1x12	300	3600	3600	3600	自動販賣機場地使用費收入。					0010/22	
11-1-3-14	0	11122		101	11101	1	060201		001	依據臺北市市有財產報廢處理規定辦理。	1010101	1011231	年	1		0		0		0	1	6000	6000	6000	6000	報廢一般財產殘值變賣收入。					1000323	
11-1-4-8	0	11123		101	11101	1	030101		001	依據社會秩序維護法規定辦理。	1010101	1011231	年	1		0		0		0	1	590000	590000	590000	590000	行為人因妨害善良風俗等行為，依違反社會秩序維護法處罰之罰鍰收入。					1000321	
11-1-4-10	0	11123		101	11101	1	030201		001	依據社會秩序維護法第22、23條規定辦理。	1010101	1011231	年	1		0		0		0	1	185000	185000	185000	185000	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					1000321	
11-1-4-12	0	11123		101	11101	1	040202		001	依據全國軍公教員工待遇支給要點規定辦理。	1010101	1011231	年	1		0		0		0	1	93600	93600	93600	93600	員工借用職務宿舍扣回房租津貼收入，計算方法如下：¶    薦任  600元x13人x12月=93,600元					1000321	
11-1-4-12	0	11123		101	11101	1	040202		002	依據臺北市政府所屬各機關學校職務宿舍設置管理要點及臺北市政府警察局職務宿舍設置管理要點規定辦理。	1010101	1011231	年	1		0		0		0	1	450336	450336	450336	450336	員工借用職務宿舍應收使用費收入，計算方法如下：¶1.承借84年以前建築之職務宿舍者:¶    職舍1,198元x 1人x12月=14,376元¶          712元x 1人x12月= 8,544元¶          400元x 1人x12月= 4,800元¶2.承借84年以後完工之職務宿舍者¶  (按坪數依公式計算）:¶        5,715元x 1人x12月=68,580元¶        4,390元x 1人x12月=52,680元¶        3,726元x 1人x12月=44,712元¶        3,534元x 1人x12月=42,408元¶        3,432元x 2人x12月=82,368元¶        3,016元x 1人x12月=36,192元¶        2,903元x 1人x12月=34,836元¶        2,545元x 1人x12月=30,540元 ¶        2,525元x 1人x12月=30,300元					1000321	
11-1-4-14	0	11123		101	11101	1	060201		001	依據臺北市市有財產報廢處理規定辦理。	1010101	1011231	年	1		0		0		0	1	6000	6000	6000	6000	報廢一般財產殘值變賣收入。					1000322	
11-1-5-8	0	11124		101	11101	1	030101		001	依據社會秩序維護法規定辦理。	1010101	1011231	年	1		0		0		0	1	3200000	3200000	3200000	3200000	行為人因妨害善良風俗等行為，依違反社會秩序維護法處罰之罰鍰收入。					1000322	
11-1-5-10	0	11124		101	11101	1	030201		001	依據社會秩序維護法第22、23條規定辦理。	1010101	1011231	年	1		0		0		0	1	2500000	2500000	2500000	2500000	沒入妨害善良風俗所得及掃蕩賭場沒入賭博財物等收入。					1000322	
11-1-5-12	0	11124		101	11101	1	040202		001	依據全國軍公教員工待遇支給要點規定辦理。	1010101	1011231	年	1		0		0		0	1	129600	129600	129600	129600	員工借用職務宿舍扣回房租津貼收入，計算方式如下： ¶  薦任600元x18人x12月=129,600元					1000322	
