bgtyy	org	orgna	orgbr	morg	chief	accer	ktporg	src0	src13	u_no	orgtp	orggrd	borg	sbgna	sborg	byy	peyy	bdate	aeym	note	engid	sysdat	usno
101	11133	臺北市政府警察局士林分局	士林分局	11	江慶興	鄧翊雯	1111133	71	114			4										1000318	BGT
101	11134	臺北市政府警察局北投分局	北投分局	11	李禎琨	余鳳清	1111134	71	115			4	11134									1000321	BGT
101	11141	臺北市政府警察局保安警察大隊	保安警察大隊	11	薛文容	梁惠玲	1111141	71	116	11141		4	11141									1000310	BGT
101	11142	臺北市政府警察局刑事警察大隊	刑事警察大隊	11	黃明昭	戴雯芝	1111142	71	117	11142		4	11142									1000318	BGT
101	11143	臺北市政府警察局交通警察大隊	交通警察大隊	11	黃勢清	李玉玲	0909053	71	118	11143	08	4	11143									1000311	BGT
101	11144	臺北市政府警察局少年警察隊	少年警察隊	11	吳春沂	潘玉美　	1111144	71	119			4										1000801	BGT
101	11145	臺北市政府警察局婦幼警察隊	婦幼警察隊	11	邱子珍	高雪卿　	1111145	71	120			4	11145									1000321	BGT
101	11146	臺北市政府警察局捷運警察隊	捷運警察隊	11	宋景武	任秀玉	1111146	71	121			4	11146									1000318	BGT
101	11147	臺北市政府警察局通信隊	通信隊	11	黃永志	張麗娟	1111147	71	122	09057		4	11147									0990322	BGT
101	12000	臺北市政府衛生局主管	衛生局主管	12	林奇宏	林惠姿		45	000		08	1										1000809	BGT
101	12101	臺北市政府衛生局	衛生局	12	林奇宏	林惠姿		45	001		08	2										1000805	BGT
101	12111	臺北市松山區健康服務中心	松山區健康服務中心	12	周真貞	童雅慧　	1212111	45	002		08	2										0990111	BGT
101	12112	臺北市信義區健康服務中心	信義區健康服務中心	12	李玠芬　	童雅慧	1212112	45	003		08	2										0990111	BGT
101	12113	臺北市大安區健康服務中心	大安區健康服務中心	12	李碧慧	蘇月娥	1212113	45	004		08	2										0991024	BGT
101	12114	臺北市中山區健康服務中心	中山區健康服務中心	12	容笑英	于平中	1212114	45	005			2										0980108	BGT
101	12115	臺北市中正區健康服務中心	中正區健康服務中心	12	何叔安	莊彩華	1212115	45	006			2										1000801	BGT
101	12116	臺北市大同區健康服務中心	大同區健康服務中心	12	陳少卿	于平中	1212116	45	007			2										0980108	BGT
101	12117	臺北市萬華區健康服務中心	萬華區健康服務中心	12	陳美齡	蘇月娥	1212117	45	008		08	2										0991213	BGT
101	12118	臺北市文山區健康服務中心	文山區健康服務中心	12	嚴玉賓	蔡瑩樺	1212118	45	009			2										0990223	BGT
101	12119	臺北市南港區健康服務中心	南港區健康服務中心	12	林莉茹	蔡瑩樺	1212119	45	010			2										0980716	BGT
101	12120	臺北市內湖區健康服務中心	內湖區健康服務中心	12	韓國強	吳惠粧	1212120	45	011			2										0980606	BGT
101	12121	臺北市士林區健康服務中心	士林區健康服務中心	12	黃秋玉	莊彩華	1010031	45	012		08	2										1000409	BGT
101	12122	臺北市北投區健康服務中心	北投區健康服務中心	12	朱玉如	吳惠粧	1010032	45	013			2										0980606	BGT
101	29000	臺北市政府捷運工程局主管	捷運工程局主管	29	陳椿亮	張吉利		12	000			1										0990927	BGT
101	29101	臺北市政府捷運工程局	捷運工程局	29	陳椿亮	張吉利		33	001			2										1000812	BGT
101	21101	臺北自來水事業處	臺北自來水事業處	21	吳陽龍　	范茂榮　		32	001			2										1000401	BGT
101	21000	臺北自來水事業處主管	臺北自來水事業處主管	21	吳陽龍　	范茂榮　	14000		000			1										1000505	BGT
101	20000	臺北市政府兵役局主管	兵役局主管	20	朱亞虎	王碧珠	2020000					1										1010113	BGT
101	20101	臺北市政府兵役局	兵役局	20	朱亞虎	王碧珠		13	001			2										1010109	BGT
101	19000	臺北市政府地政局主管	地政局主管	19	陳錫禎	繆永珍		13	000	12000		1										1010113	BGT
101	19101	臺北市政府地政局	地政局	19	陳錫禎	繆永珍		13	001			2										1010113	BGT
100	05486	臺北市中正區師範學院附設實驗國民小學	市立師範學院附設實驗國民小學	05	　　　　	　　　　		21	486		55	2											
100	05487	臺北市中正區國語實驗國民小學	市立國語實驗國民小學	05	　　　　	　　　　		21	487		55	2											
101	19111	臺北市松山地政事務所	松山地政事務所	19	林健智	邱燕芬　	1919111	13	003			2										1000730	BGT
101	19112	臺北市大安地政事務所	大安地政事務所	19	簡玉昆　	蘇美君	1919112	13	004			2										1001229	BGT
101	19113	臺北市中山地政事務所	中山地政事務所	19	施乃仁	黃馨慧	1919113	13	005			2										1000816	BGT
101	19114	臺北市古亭地政事務所	古亭地政事務所	19	闕絹繐	林素華	1919114	13	006		13	2										1000325	BGT
101	19115	臺北市建成地政事務所	建成地政事務所	19	王秀玲	黃素琴　	1919115	13	007		13	2										0990223	BGT
101	19116	臺北市士林地政事務所	士林地政事務所	19	張麗美　	林連聰	1919116	13	008		13	2										1000705	BGT
101	19102	臺北市政府地政局土地開發總隊	土地開發總隊	19	韋彰武	張惠琴	1919102	13	002	19102		2	19102									1001229	BGT
101	18000	臺北市政府觀光傳播局主管	觀光傳播局主管	18	趙心屏	張玲玲		22	000			1										1000808	BGT
101	18112	臺北廣播電臺	臺北廣播電臺	18	陳慈銘	蔡麗惠	1818112	22	002			2										1000411	BGT
101	18111	臺北市政府觀光傳播局	觀光傳播局	18	趙心屏　	張玲玲	2222001	22	001			2										1000808	BGT
101	17000	臺北翡翠水庫管理局主管	臺北翡翠水庫管理局主管	17	劉銘龍	黃淑嬌　		32	000			1										1000805	BGT
101	17101	臺北翡翠水庫管理局	臺北翡翠水庫管理局	17	劉銘龍　	黃淑嬌			001	17101		2										1000808	BGT
101	16000	臺北市政府消防局主管	消防局主管	16	蕭英文	謝鎙環			000			1										1000526	BGT
101	16101	臺北市政府消防局	消防局	16	蕭英文	謝鎙環　	2020001	13	001			2										1000308	BGT
101	15000	臺北市政府文化局主管	文化局主管	15	鄭美華	張英慧		22	000			1										1000802	BGT
101	15101	臺北市政府文化局	文化局	15	鄭美華	張英慧		22	001			2										1000808	BGT
101	15102	臺北市中山堂管理所	中山堂管理所	15	黃國琴	張淑貞	1515102	22	002	15102		2										1010106	BGT
101	15103	臺北市文獻委員會	文獻委員會	15	鄭美華	張淑貞	1515103	22	003	21003		2										1000802	BGT
101	15104	臺北市立美術館	市立美術館	15	翁誌聰	李秀枝　	2121004	22	004			2										1010106	BGT
101	15105	臺北市立交響樂團	市立交響樂團	15	黃維明	張雅蘭		22	005			2										0990414	BGT
101	15106	臺北市立國樂團	市立國樂團	15	鍾耀光　	陳美如　	1515106	22	006			2										0990626	BGT
101	15107	臺北市立社會教育館	市立社會教育館	15	林慧芬	林燕娟　	1515107	22	007			2										1000329	BGT
101	14000	臺北市政府都市發展局主管	都市發展局主管	14	丁育群　	林玉滿		34	000			1										0990625	BGT
101	14101	臺北市政府都市發展局	都市發展局	14	丁育群　	林玉滿		34	001			2										0990625	BGT
101	14102	臺北市都市更新處	都市更新處	14	林崇傑	胡惠珠	1919002	34	002	14102		2										1000322	BGT
101	14103	臺北市建築管理處	建築管理處	14	王榮進	李愛惠	1919003	32	003			2										0980428	BGT
101	13000	臺北市政府環境保護局主管	環境保護局主管	13	吳盛忠	蔡延壽		52	000			1										1000810	BGT
101	13101	臺北市政府環境保護局	環境保護局	13	吳盛忠	蔡延壽		52	001			2										1000810	BGT
101	13102	臺北市政府環境保護局衛生稽查大隊	衛生稽查大隊	13	王大鈞	詹惠淑		52	002			2										0991022	BGT
101	13103	臺北市政府環境保護局內湖垃圾焚化廠	內湖垃圾焚化廠	13	吳文園	林秋英		52	003	13103		2										1000223	BGT
101	13104	臺北市政府環境保護局木柵垃圾焚化廠	木柵垃圾焚化廠	13	蔡崇助	鄭琦文		52	004	13104	58	2										1000318	BGT
101	13105	臺北市政府環境保護局北投垃圾焚化廠	北投垃圾焚化廠	13	傅良枝	林琪華　		52	005	13105		2										1000511	BGT
101	01000	臺北市議會主管	市議會主管	01	吳碧珠　	謝明珠　			000			1										0940714	BGT
101	01101	臺北市議會	市議會	01	吳碧珠　	謝明珠　		11	001			2										0960730	BGT
101	02000	臺北市政府主管	市政府主管	02	　　　　	　　　　		13	000			1										0900816	BGT
101	02101	臺北市政府秘書處	秘書處	02	陳永仁　	劉家瑜		12	001			2										1001229	BGT
101	02102	臺北市市政大樓公共事務管理中心	市政大樓公共事務管理中心	02	杜英輝	林彥孜		12	002	02102		2										1000420	BGT
101	02103	臺北市政府主計處	主計處	02	陳高燦　	張美資　		12	003			2										0970804	BGT
100	05482	臺北市中正區忠義國民小學	市立忠義國民小學	05	　　　　	　　　　		21	482		55	2											
100	05483	臺北市中正區東門國民小學	市立東門國民小學	05	　　　　	　　　　		21	483		55	2											
100	05484	臺北市中正區河堤國民小學	市立河堤國民小學	05	　　　　	　　　　		21	484		55	2											
101	02104	臺北市政府人事處	人事處	02	韓英俊　	甘秉芝	0202104	12	004	02104		2										0990124	BGT
101	02108	臺北市政府研究發展考核委員會	研究發展考核委員會	02	魏國彥	張秀英　		12	008			2										1000322	BGT
101	02111	臺北市都市計畫委員會	都市計畫委員會	02	陳威仁	呂美瑤	0202111	34	011			2										1000818	BGT
101	02109	臺北市政府訴願審議委員會	訴願審議委員會	02	蔡立文　	郭銀蓉　	0202109	12	009	02010		2	02109									0990629	BGT
101	02110	臺北市政府法規委員會	法規委員會	02	葉慶元　	蔡秀玉	0202110	12	010			2										0960801	BGT
101	02106	臺北市政府公務人員訓練處	公務人員訓練處	02	孔繁亞	詹秋香　	0202106	21	006			2										0970608	BGT
101	02105	臺北市政府政風處	政風處	02	劉明武　	蔡美燕　	0202105	12	005			2										1010102	BGT
101	02112	臺北市政府原住民族事務委員會	原住民族事務委員會	02	楊馨怡	吳怡姿	0202112	13	012	02112		2										1010101	BGT
101	02121	臺北市松山區公所	松山區公所	02	余淑	王淑珠	0202121	13	014			2										0990513	BGT
101	02122	臺北市信義區公所	信義區公所	02	余星華	黃燕芬	0202122	13	015			2										0980814	BGT
101	02123	臺北市大安區公所	大安區公所	02	蘇素珍　	簡秋丹	0202123	13	016			2										0991026	BGT
101	02124	臺北市中山區公所	中山區公所	02	林秉宗	吳季芳	0202124	13	017			2										0990110	BGT
101	02125	臺北市中正區公所	中正區公所	02	詹訓明　	湯紹濱　	0202125	13	018			2										1000803	BGT
101	02126	臺北市大同區公所	大同區公所	02	謝正君	焦丕康　	0202126	13	019	02126		2										1000518	BGT
101	02127	臺北市萬華區公所	萬華區公所	02	周德威	劉秀蓮	0202127	13	020	02127		2										1000509	BGT
101	02128	臺北市文山區公所	文山區公所	02	蔡培林	楊如玉　	0202128	13	021			2										0990304	BGT
101	02129	臺北市南港區公所	南港區公所	02	陳泉壽　	陳瑞瑛　	0202129	13	022			2										1000720	BGT
101	02130	臺北市內湖區公所	內湖區公所	02	張金鎮　	呂瑞娟	0202130	13	023			2										0990618	BGT
101	02131	臺北市士林區公所	士林區公所	02	張義芳	　劉美真	0202131	13	024			2	02131									0970109	BGT
101	02132	臺北市北投區公所	北投區公所	02	李美麗　	陳惠玲	0202132	13	025			2	02132									0980716	BGT
101	02113	臺北市政府客家事務委員會	客家事務委員會	02	劉智雄	黃睦凱	0202113	22	013			2										0980728	BGT
101	02107	臺北市政府資訊處	資訊處	02	張 家 生	曾 惠 專	0202004	12	007			2										0970401	BGT
101	41000	其他支出	其他支出	41				91	000			9										0940530	BGT
101	41101	公務人員退休及撫卹給付	公務人員退休及撫卹給付	41	韓英俊	潘冠男		91	001			9										0970107	BGT
101	41102	公務人員福利互助補助	公務人員福利互助補助	41	韓英俊	潘冠男	41102	91	002			9										0970517	BGT
101	41103	國家賠償金	國家賠償金	41			41103	91	003			9										0970807	BGT
101	41104	公務人員(工)待遇準備	公務人員(工)待遇準備	41			41104	91	004			9										0970807	BGT
101	41105	災害準備金	災害準備金	41			41105	91	005			9										0970517	BGT
101	42000	第二預備金	第二預備金	42				92	000			9											
101	42101	第二預備金	第二預備金	42			42101	92	001			9										0970517	BGT
100	05464	臺北市中山區中正國民小學	市立中正國民小學	05	　　　　	　　　　		21	464		55	2											
100	05465	臺北市中山區五常國民小學	市立五常國民小學	05	　　　　	　　　　		21	465		55	2											
100	05466	臺北市中山區永安國民小學	市立永安國民小學	05	　　　　	　　　　		21	466		55	2											
100	05467	臺北市中山區吉林國民小學	市立吉林國民小學	05	　　　　	　　　　		21	467		55	2											
100	05468	臺北市中山區長安國民小學	市立長安國民小學	05	　　　　	　　　　		21	468		55	2											
100	05469	臺北市中山區長春國民小學	市立長春國民小學	05	　　　　	　　　　		21	469		55	2											
100	05470	臺北市中山區懷生國民小學	市立懷生國民小學	05	　　　　	　　　　		21	470		55	2											
100	05293	臺北市立西湖國民中學	市立西湖國民中學	05				21	293		54	2											
100	05294	臺北市立明湖國民中學	市立明湖國民中學	05				21	294		54	2											
100	05295	臺北市立東湖國民中學	市立東湖國民中學	05				21	295		54	2											
100	05296	臺北市立麗山國民中學	市立麗山國民中學	05				21	296		54	2											
100	05301	臺北市立士林國民中學	市立士林國民中學	05				21	301		54	2											
100	05302	臺北市立天母國民中學	市立天母國民中學	05	　　　　	　　　　		21	302		54	2											
100	05303	臺北市立至善國民中學	市立至善國民中學	05	　　　　	　　　　		21	303		54	2											
100	05304	臺北市立格致國民中學	市立格致國民中學	05	　　　　	　　　　		21	304		54	2											
100	05305	臺北市立福安國民中學	市立福安國民中學	05	　　　　	　　　　		21	305		54	2											
100	05306	臺北市立蘭雅國民中學	市立蘭雅國民中學	05				21	306		54	2											
100	05311	臺北市立北投國民中學	市立北投國民中學	05				21	311		54	2											
100	05312	臺北市立石牌國民中學	市立石牌國民中學	05				21	312		54	2											
100	05313	臺北市立明德國民中學	市立明德國民中學	05				21	313		54	2											
100	05314	臺北市立桃源國民中學	市立桃源國民中學	05				21	314		54	2											
100	05315	臺北市立新民國民中學	市立新民國民中學	05				21	315		54	2											
100	05316	臺北市立關渡國民中學	市立關渡國民中學	05				21	316		54	2											
100	05401	臺北市松山區三民國民小學	市立三民國民小學	05				21	401		55	2										0900814	BGT
100	05402	臺北市松山區民生國民小學	市立民生國民小學	05	　　　　	　　　　		21	402		55	2											
100	05403	臺北市松山區民族國民小學	市立民族國民小學	05	　　　　	　　　　		21	403		55	2											
100	05404	臺北市松山區民權國民小學	市立民權國民小學	05	　　　　	　　　　		21	404		55	2											
100	05405	臺北市松山區西松國民小學	市立西松國民小學	05	　　　　	　　　　		21	405		55	2											
100	11147	臺北市政府警察局通信隊	通信隊	11	黃永志	張麗娟	1111147	71	122	09057		4	11147									0990322	BGT
100	12000	臺北市政府衛生局主管	衛生局主管	12	林奇宏	林惠姿		45	000		08	1										1000811	BGT
100	12101	臺北市政府衛生局	衛生局	12	林奇宏	林惠姿		45	001		08	2										1000811	BGT
100	12111	臺北市松山區健康服務中心	松山區健康服務中心	12	周真貞	童雅慧　	1212111	45	002		08	2										0990111	BGT
100	12112	臺北市信義區健康服務中心	信義區健康服務中心	12	李玠芬　	童雅慧	1212112	45	003		08	2										0990111	BGT
100	12113	臺北市大安區健康服務中心	大安區健康服務中心	12	李碧慧	蘇月娥	1212113	45	004		08	2										0991024	BGT
100	12114	臺北市中山區健康服務中心	中山區健康服務中心	12	容笑英	于平中	1212114	45	005			2										0980108	BGT
100	12115	臺北市中正區健康服務中心	中正區健康服務中心	12	林月桂	余昭滿	1212115	45	006			2										0990105	BGT
100	12116	臺北市大同區健康服務中心	大同區健康服務中心	12	陳少卿	于平中	1212116	45	007			2										0980108	BGT
100	12117	臺北市萬華區健康服務中心	萬華區健康服務中心	12	陳美齡	蘇月娥	1212117	45	008		08	2										0991213	BGT
100	12118	臺北市文山區健康服務中心	文山區健康服務中心	12	嚴玉賓	蔡瑩樺	1212118	45	009			2										0990223	BGT
100	12119	臺北市南港區健康服務中心	南港區健康服務中心	12	林莉茹	蔡瑩樺	1212119	45	010			2										0980716	BGT
100	12120	臺北市內湖區健康服務中心	內湖區健康服務中心	12	韓國強	吳惠粧	1212120	45	011			2										0980606	BGT
100	12121	臺北市士林區健康服務中心	士林區健康服務中心	12	王美玉	余昭滿	1010031	45	012		08	2										0990105	BGT
100	12122	臺北市北投區健康服務中心	北投區健康服務中心	12	朱玉如	吳惠粧	1010032	45	013			2										0980606	BGT
100	29000	臺北市政府捷運工程局主管	捷運工程局主管	29	陳椿亮	張吉利		12	000			1										0990927	BGT
100	29101	臺北市政府捷運工程局	捷運工程局	29	陳椿亮	張吉利		33	001			2										0991022	BGT
100	21101	臺北自來水事業處	臺北自來水事業處	21	吳陽龍　	范茂榮　		32	001			2										1000401	BGT
100	21000	臺北自來水事業處主管	臺北自來水事業處主管	21	吳陽龍　	范茂榮　	14000		000			1										1000505	BGT
100	20000	臺北市政府兵役處主管	兵役處主管	20	朱亞虎	王碧珠	2020000					1										0990622	BGT
100	20101	臺北市政府兵役處	兵役處	20	朱亞虎	王碧珠		13	001			2										0990622	BGT
100	19000	臺北市政府地政處主管	地政處主管	19	陳錫禎	繆永珍		13	000	12000		1										1000609	BGT
100	19101	臺北市政府地政處	地政處	19	陳錫禎　	繆永珍		13	001			2										1000328	BGT
100	19111	臺北市松山地政事務所	松山地政事務所	19	林健智	邱燕芬　	1919111	13	003			2										1000816	BGT
100	19112	臺北市大安地政事務所	大安地政事務所	19	簡玉昆　	蘇美君	1919112	13	004			2										1001229	BGT
100	05112	臺北市立圖書館	市立圖書館	05	洪世昌　	何素嵐	0505112	22	002		58	2										0981009	BGT
100	05113	臺北市立動物園	市立動物園	05	葉傑生	陳琴瑛	0505113	22	003		58	2										1000330	BGT
100	05114	臺北市立天文科學教育館	市立天文科學教育館	05	邱國光	劉碧連	0505114	22	004		58	2										0960731	BGT
100	05115	臺北市立兒童育樂中心	市立兒童育樂中心	05	洪坤森	許淑英	0505905	22	005		58	2										1000807	BGT
100	05117	臺北市家庭教育中心	家庭教育中心	05	石康平	葉瓊惠	0505907	22	007	05	58	2										0980817	BGT
100	05116	臺北市體育處	體育處	05	孫清泉　	許素媛　	0505906	22	006		58	2										0990303	BGT
100	06000	臺北市政府產業發展局主管	產業發展局主管	06	陳雄文　	魏梅枰		31	000			1										1000608	BGT
100	06101	臺北市政府產業發展局	產業發展局	06	陳雄文　	魏梅枰	0606101	31	001			2										1000608	BGT
100	06102	臺北市動物保護處	動物保護處	06	嚴一峰	游育鳴		31	002	06102		2										0991025	BGT
100	06103	臺北市市場處	市場處	06	丁若亭	林瑞碧		31	003			2										0980106	BGT
100	06104	臺北市商業處	商業處	06	劉佳鈞	劉美宏　	0606104	34	004			2										0980608	BGT
100	06105	臺北市大地工程處	大地工程處	06	林裕益	魏瑜貞	0606101	31	005			2										1000815	BGT
100	07000	臺北市政府工務局主管	工務局主管	07	李咸亨	鄭秀貞		33	000			1										1000802	BGT
100	07101	臺北市政府工務局	工務局	07	李咸亨	鄭秀貞　		33	001			2										1000802	BGT
100	07102	臺北市政府工務局水利工程處	水利工程處	07	黃治峰	張寧生		31	002			2										1000329	BGT
100	07103	臺北市政府工務局新建工程處	新建工程處	07	黃一平	姜  昕		33	003	07003		2										0990623	BGT
100	07104	臺北市政府工務局公園路燈工程管理處	公園路燈工程管理處	07	陳嘉欽	阮美琨		51	004			2										0940415	BGT
100	07105	臺北市政府工務局衛生下水道工程處	衛生下水道工程處	07	陳永輝　	劉淑江　		34	005			2										1000615	BGT
100	08000	臺北市政府交通局主管	交通局主管	08	林志盈	曾淑美	1717000	33				1										1000603	BGT
100	08101	臺北市政府交通局	交通局	08	林志盈	曾淑美		33	001			2										1000325	BGT
100	08102	臺北市監理處	監理處	08	鄭俊明　	周麗卿　	0808102	33	002			2										0970730	BGT
100	08103	臺北市停車管理工程處	停車管理工程處	08	張哲揚	張惠琴		33	003			2										0980727	BGT
100	08104	臺北市交通管制工程處	交通管制工程處	08	陳學台	郭德芳	0808104	33	004			2										1000406	BGT
100	08108	臺北市交通事件裁決所	交通事件裁決所	08	林文淵	劉美纓	0808108	33	006			2										0990630	BGT
100	08105	臺北市公共運輸處	公共運輸處	08	王聲威	黃淑貞	0808105	33	005			2										1000221	BGT
100	02191	臺北市政府資訊中心	資訊中心	02	張 俊 鴻	馬 鈺	0202191	12	026			2										0960804	BGT
100	02192	臺北市政府新聞處	新聞處	02	羊曉東　	黃淑嬌	0202192	22	027			2										0970114	BGT
100	02006	臺北廣播電臺	臺北廣播電臺	02	邱蓬新	吳秋香	0202006	22	000			2										0960803	BGT
100	03117	臺北市萬華區第一戶政事務所	萬華區第一戶政事務所	03	黃國彥	陳芝芬	0303027	13	016			2										0981010	BGT
100	03118	臺北市萬華區第二戶政事務所	萬華區第二戶政事務所	03	黃國彥	陳芝芬	0303028	13	017		12	2										0981010	BGT
100	03119	臺北市文山區第一戶政事務所	文山區第一戶政事務所	03	林明寬	陳幼	0303029	13	018		12	2										0980810	BGT
100	03120	臺北市文山區第二戶政事務所	文山區第二戶政事務所	03	黃國彥	陳幼	0303030	13	019		12	2										0980810	BGT
100	05002	臺北市立師範學院	市立師範學院	05	　　　　	　　　　		21	002		51	2										0900814	BGT
100	05003	臺北市立體育學院	市立體育學院	05	　　　　	　　　　		21	003		51	2											
100	05051	臺北市立建國高級中學	市立建國高級中學	05	　　　　	　　　　		21	051		52	2										0900814	BGT
100	05052	臺北市立成功高級中學	市立成功高級中學	05	　　　　	　　　　		21	052		52	2											
100	05053	臺北市立第一女子高級中學	市立第一女子高級中學	05	　　　　	　　　　		21	053		52	2											
100	05054	臺北市立中山女子高級中學	市立中山女子高級中學	05	　　　　	　　　　		21	054		52	2											
100	05055	臺北市立景美女子高級中學	市立景美女子高級中學	05	　　　　	　　　　		21	055		52	2											
100	05056	臺北市立中正高級中學	市立中正高級中學	05	　　　　	　　　　		21	056		52	2											
100	05057	臺北市立復興高級中學	市立復興高級中學	05	　　　　	　　　　		21	057		52	2											
100	05058	臺北市立內湖高級中學	市立內湖高級中學	05	　　　　	　　　　		21	058		52	2											
100	19113	臺北市中山地政事務所	中山地政事務所	19	施乃仁	黃馨慧	1919113	13	005			2										1000816	BGT
100	19114	臺北市古亭地政事務所	古亭地政事務所	19	闕絹繐	林素華	1919114	13	006		13	2										0991027	BGT
100	19115	臺北市建成地政事務所	建成地政事務所	19	王秀玲	黃素琴　	1919115	13	007		13	2										0990223	BGT
100	19116	臺北市士林地政事務所	士林地政事務所	19	張麗美　	林連聰	1919116	13	008		13	2										1000816	BGT
100	19102	臺北市政府地政處土地開發總隊	土地開發總隊	19	李泰陽	張惠琴	1919102	13	002	19102		2	19102									0991207	BGT
100	18000	臺北市政府觀光傳播局主管	觀光傳播局主管	18	趙心屏	張玲玲		22	000			1										1000816	BGT
100	18112	臺北廣播電臺	臺北廣播電臺	18	陳慈銘	蔡麗惠	1818112	22	002			2										1000614	BGT
100	18111	臺北市政府觀光傳播局	觀光傳播局	18	趙心屏　	張玲玲	2222001	22	001			2										1000816	BGT
100	17000	臺北翡翠水庫管理局主管	臺北翡翠水庫管理局主管	17	劉銘龍	黃淑嬌　		32	000			1										1000805	BGT
100	17101	臺北翡翠水庫管理局	臺北翡翠水庫管理局	17	劉銘龍　	黃淑嬌			001	17101		2										1000822	BGT
100	16000	臺北市政府消防局主管	消防局主管	16	蕭英文	謝鎙環			000			1										1000526	BGT
100	16101	臺北市政府消防局	消防局	16	蕭英文　	謝鎙環　	2020001	13	001			2										1000406	BGT
100	15000	臺北市政府文化局主管	文化局主管	15	鄭美華	張英慧　		22	000			1										1000802	BGT
100	15101	臺北市政府文化局	文化局	15	鄭美華　	張英慧		22	001			2										1000802	BGT
100	15102	臺北市中山堂管理所	中山堂管理所	15	李麗珠	張淑貞	1515102	22	002	15102		2										0990106	BGT
100	15103	臺北市文獻委員會	文獻委員會	15	鄭美華	張淑貞	1515103	22	003	21003		2										1000822	BGT
100	15104	臺北市立美術館	市立美術館	15	翁誌聰	李秀枝　	2121004	22	004			2										1010105	BGT
100	15105	臺北市立交響樂團	市立交響樂團	15	黃維明	張雅蘭		22	005			2										0990414	BGT
100	15106	臺北市立國樂團	市立國樂團	15	鍾耀光　	陳美如　	1515106	22	006			2										0990626	BGT
101	03000	臺北市政府民政局主管	民政局主管	03	黃呂錦茹	游秀蘭		13	000			1										1000512	BGT
101	03101	臺北市政府民政局	民政局	03	黃呂錦茹	游秀蘭		13	001			2										0991202	BGT
100	15107	臺北市立社會教育館	市立社會教育館	15	林慧芬	王建今　	1515107	22	007			2										0980305	BGT
100	14000	臺北市政府都市發展局主管	都市發展局主管	14	丁育群　	林玉滿		34	000			1										0990625	BGT
101	03102	臺北市孔廟管理委員會	孔廟管理委員會	03	黃呂錦茹	何漢華		22	002			2										0991117	BGT
100	14101	臺北市政府都市發展局	都市發展局	14	丁育群　	林玉滿		34	001			2										0990625	BGT
100	14102	臺北市都市更新處	都市更新處	14	林崇傑	胡惠珠	1919002	34	002	14102		2										1000519	BGT
100	14103	臺北市建築管理處	建築管理處	14	王榮進	李愛惠	1919003	32	003			2										0980428	BGT
100	13000	臺北市政府環境保護局主管	環境保護局主管	13	吳盛忠　	蔡延壽　		52	000			1										1000822	BGT
100	13101	臺北市政府環境保護局	環境保護局	13	吳盛忠	蔡延壽		52	001			2										1000822	BGT
100	13102	臺北市政府環境保護局衛生稽查大隊	衛生稽查大隊	13	王大鈞	詹惠淑		52	002			2										0991022	BGT
100	13103	臺北市政府環境保護局內湖垃圾焚化廠	內湖垃圾焚化廠	13	吳文園	林秋英		52	003	13103		2										1000223	BGT
100	13104	臺北市政府環境保護局木柵垃圾焚化廠	木柵垃圾焚化廠	13	吳芳山	鄭琦文		52	004	13104	58	2										0980106	BGT
100	13105	臺北市政府環境保護局北投垃圾焚化廠	北投垃圾焚化廠	13	傅良枝	陳麗鳳　		52	005	13105		2										0970911	BGT
100	01000	臺北市議會主管	市議會主管	01	吳碧珠　	謝明珠　			000			1										0940714	BGT
100	01101	臺北市議會	市議會	01	吳碧珠　	謝明珠　		11	001			2										0960730	BGT
100	02000	臺北市政府主管	市政府主管	02	　　　　	　　　　		13	000			1										0900816	BGT
100	02101	臺北市政府秘書處	秘書處	02	陳永仁　	周秀霞　		12	001			2										0991115	BGT
100	02102	臺北市市政大樓公共事務管理中心	市政大樓公共事務管理中心	02	徐英雄	陳琴瑛		12	002	02102		2										0990105	BGT
100	02103	臺北市政府主計處	主計處	02	陳高燦　	張美資　		12	003			2										0970804	BGT
100	02104	臺北市政府人事處	人事處	02	韓英俊　	甘秉芝	0202104	12	004	02104		2										0990124	BGT
100	02108	臺北市政府研究發展考核委員會	研究發展考核委員會	02	翁瑞廷	張秀英　		12	008			2										0991111	BGT
100	02111	臺北市都市計畫委員會	都市計畫委員會	02	林建元	李怜潔	0202111	34	011			2										0980505	BGT
100	02109	臺北市政府訴願審議委員會	訴願審議委員會	02	蔡立文　	郭銀蓉　	0202109	12	009	02010		2	02109									0990629	BGT
100	02110	臺北市政府法規委員會	法規委員會	02	葉慶元　	蔡秀玉	0202110	12	010			2										0960801	BGT
100	02106	臺北市政府公務人員訓練處	公務人員訓練處	02	孔繁亞	詹秋香　	0202106	21	006			2										0970608	BGT
100	02105	臺北市政府政風處	政風處	02	楊石金　	詹寶華　	0202105	12	005			2										0960730	BGT
100	02112	臺北市政府原住民事務委員會	原住民事務委員會	02	楊馨怡	吳怡姿	0202112	13	012	02112		2										1000824	BGT
100	02121	臺北市松山區公所	松山區公所	02	余淑	王淑珠	0202121	13	014			2										0990513	BGT
100	02122	臺北市信義區公所	信義區公所	02	余星華	詹寶華	0202122	13	015			2										1010109	BGT
100	02123	臺北市大安區公所	大安區公所	02	蘇素珍　	簡秋丹	0202123	13	016			2										0991026	BGT
100	05503	臺北市大同區大龍國民小學	市立大龍國民小學	05	　　　　	　　　　		21	503		55	2											
